634,39 (38),May 16,NYM,,SDP,L,2-5,CG,4,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.250,.250,.500,.750,1,.75,-0.011,0.12,RF
635,40,May 17,NYM,,SDP,L,3-15,CG,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.375,.375,.500,.875,1,.23,-0.018,0.14,RF
636,41,May 18,NYM,,LAD,W,8-0,CG,5,5,0,2,1,0,0,4,0,0,1,0,0,0,0,0,0,0,.385,.385,.538,.923,1,.65,0.074,2.63,LF
637,42,May 19,NYM,,LAD,L,2-10,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,.294,.294,.412,.706,1,.77,-0.066,-0.32,CF
638,43,May 20,NYM,,LAD,W,6-5,8-GF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.294,.333,.412,.745,9,1.80,0.039,0.21,PH LF
639,44,May 21,NYM,@,MON,W,6-3,CG,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.227,.261,.318,.579,1,.59,-0.077,-1.03,RF LF
640,45,May 22,NYM,@,MON,L,0-3,CG,5,5,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,.296,.321,.444,.766,1,1.07,0.028,0.06,RF
641,46,May 23,NYM,@,MON,W,4-2,CG,5,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,.267,.313,.400,.713,1,1.03,-0.019,-0.32,RF LF
642,47,May 24,NYM,,FLA,W,11-3,CG,5,5,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.343,.378,.486,.864,1,.76,0.189,2.11,RF
643,48,May 25,NYM,,FLA,W,4-3,GS-8,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.316,.350,.447,.797,1,.77,-0.058,-0.50,RF LF
644,49,May 26,NYM,,FLA,L,3-7,6-7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.308,.341,.436,.777,9,1.57,-0.040,-0.24,PH
645,50,May 27,NYM,,FLA,W,5-4,CG,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.295,.326,.432,.758,1,.97,-0.074,-1.05,RF LF
646,51,May 28,NYM,,PHI,L,3-5,8-GF(10),2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.289,.333,.422,.756,9,2.45,0.049,0.16,CF
647,52,May 29,NYM,,PHI,L,3-7,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.283,.327,.413,.740,7,1.51,-0.039,-0.24,PH RF
648,53,May 30,NYM,,PHI,L,3-6,CG,4,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.286,.340,.408,.748,1,1.16,0.010,0.29,LF
649,54,May 31,NYM,@,FLA,L,3-5,CG,5,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,2,.264,.328,.377,.705,1,.82,-0.059,-0.57,RF
650,55,Jun 1,NYM,@,FLA,W,11-5,8-8,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.278,.339,.389,.728,9,.23,0.010,1.06,PH
651,57 (1),Jun 3,NYM,@,FLA,L,0-1,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.263,.323,.368,.691,7,1.09,-0.086,-0.58,LF
652,62,Jun 12,NYY,,MON,L,1-2,10-11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.259,.317,.362,.680,9,2.31,-0.061,-0.26,PH
653,63,Jun 13,NYY,,MON,W,9-3,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.259,.317,.362,.680,3,,,,RF
654,66 (2),Jun 16,NYY,@,NYM,W,2-1,9-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.254,.313,.356,.668,9,.86,-0.021,-0.29,PH
655,68 (1),Jun 18,NYY,@,DET,W,10-1,7-GF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.308,.350,.658,6,.00,0.000,-0.24,PR RF
656,76 (7),Jun 27,NYY,,CLE,W,15-5,5-GF,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.262,.318,.377,.695,7,.00,0.000,0.93,PR RF
