1,15,Apr 18,SDP,,ARI,L,2-11,9-GF,,99,0.1,0,0,0,0,0,0,0,0.00,1,3,3,1,0,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,.00,0.000,0.49,0.75,1.00, 9t 1-3 2 out d10, 9t end d10
2,61,Jun 8,SDP,@,ARI,L,3-15,8-GF(8),,50,1.0,0,0,0,1,0,0,0,0.00,3,10,5,2,1,1,1,0,0,0,,1,0,0,0,0,2,0,0,0,1,0,0,.00,0.000,1.20,1.65,3.00, 8b -2- 0 out d12, 8b end d12
