64,30,May 1,NYY,,DET,L,4-8,7-GF,,99,2.2,0,0,0,2,0,0,0,0.00,10,40,20,5,0,3,5,1,0,0,,1,0,0,0,0,8,0,0,0,0,0,0,.18,0.033,1.82, 7t -2- 1 out d4, 9t end d 4
65,39,May 12,NYY,@,TBR,L,1-7,5-6,,10,2.0,1,1,1,2,0,0,0,1.93,9,33,19,6,0,2,5,0,1,0,,0,0,0,0,0,7,0,0,0,0,0,0,.13,-0.010,0.08, 5b --- 0 out d5, 6b 3 out d6
66,56,Jun 1,NYY,@,MIN,L,1-5,7-GF(8),,19,1.1,0,0,0,0,0,0,0,1.50,4,14,9,2,1,3,1,0,0,0,,1,0,0,0,0,4,0,0,0,0,0,0,.09,0.009,0.88, 7b --3 2 out d4, 8b end d 4
67,58,Jun 3,NYY,,TOR,L,3-9,9-GF,,1,1.0,2,0,0,0,2,0,0,1.29,5,22,16,9,1,1,2,1,1,0,,0,0,0,0,0,5,0,0,0,0,0,0,.02,0.001,0.55, 9t --- 0 out d6, 9t end d 6
68,108,Jul 31,NYY,,LAA,L,6-12,6-GF,,57,3.2,7,3,3,0,1,1,0,3.38,16,53,32,6,2,4,11,3,2,0,,2,2,0,0,0,16,1,1,0,1,0,0,.05,-0.036,-2.39, 6t 12- 1 out d5, 9t end d 9
69,124,Aug 17,NYY,,KCR,W,15-6,9-GF,,16,1.0,2,2,2,1,1,1,0,4.63,6,24,17,5,1,0,4,0,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,-1.45, 9t --- 0 out a11, 9t end a 9
70,127,Aug 21,NYY,@,TOR,L,3-14,7-GF(8),,3,2.0,3,1,1,0,2,0,0,4.61,10,38,27,4,5,3,5,1,2,0,,0,0,0,0,0,10,2,0,0,0,0,1,.00,0.000,0.04, 7b --- 0 out d10, 8b end d11
71,131,Aug 26,NYY,,BOS,L,3-7,9-GF,,4,1.0,2,0,0,0,1,0,0,4.30,5,18,12,2,1,0,4,4,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.10,0.005,0.55, 9t --- 0 out d4, 9t end d 4
72,132,Aug 27,NYY,,BOS,L,3-11,9-GF,,0,1.0,0,0,0,0,2,0,0,4.02,3,10,9,4,1,1,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.00,0.000,0.55, 9t --- 0 out d9, 9t end d 9
73,137,Sep 1,NYY,@,DET,W,13-9,9-GF,,4,1.0,0,0,0,1,0,0,0,3.78,4,18,9,5,0,1,2,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.36,0.021,0.55, 9b --- 0 out a4, 9b end a 4
74,140,Sep 4,NYY,@,TBR,L,5-7,7-GF(8),,2,1.2,3,1,1,2,0,0,0,3.93,9,31,19,6,0,0,7,5,0,0,,1,0,0,0,0,6,1,1,1,0,1,0,.01,0.001,0.25, 7b -2- 1 out d6, 8b end d 7
75,144,Sep 8,NYY,@,LAA,L,1-12,7-GF(8),,3,1.2,1,1,1,1,0,1,0,4.05,6,20,12,4,2,0,5,1,0,0,,1,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,0.26, 7b -2- 1 out d10, 8b end d11
76,147,Sep 13(1),NYY,,TBR,L,1-7,9-GF,,4,1.0,2,0,0,0,0,0,0,3.86,5,19,12,6,1,2,3,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,0.55, 9t --- 0 out d7, 9t end d 7
77,153,Sep 18,NYY,,CHW,W,9-2,9-GF,,4,1.0,2,1,1,0,2,1,0,4.09,5,20,14,5,2,1,2,1,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.01,0.001,-0.45, 9t --- 0 out a8, 9t end a 7
78,160,Sep 26,NYY,@,BOS,W,19-8,9-GF,,7,1.0,3,3,3,2,1,0,0,5.09,8,37,22,6,2,1,4,1,0,0,,0,0,0,0,0,6,2,1,0,0,0,0,.00,0.000,-2.43, 9b --- 0 out a14, 9b end a11
