15,2,Apr 24,PHA,@,WSH,W,6-5,,W(1-0),99,7.0,3,2,1,2,8,0,1,1.29,28,,,,,25,,,,,0,
16,5,Apr 30,PHA,@,NYY,L,3-5,,,5,4.0,7,3,3,4,1,0,0,3.27,22,,,,,17,,,,,0,
17,6,May 2,PHA,,WSH,L,2-7,,,1,3.0,3,3,2,2,1,0,0,3.86,15,,,,,11,,,,,0,
