18,5,Apr 24(1),PBS,,BTT,L,0-2,GS-,L(0-1),99,8.0,4,1,1,3,0,0,0,1.12,,67,,,,,,,,,,
19,9,Apr 30,PBS,@,IND,L,5-7,,,5,6.1,4,2,1,3,2,0,0,1.26,,,,,,,,,,,,
20,12,May 3,PBS,@,CHI,L,3-10,,,2,4.2,5,3,3,2,0,1,0,2.37,,,,,,,,,,,,
21,15,May 6,PBS,@,KCP,W,10-4,,W(1-1),2,5.0,10,3,3,0,0,1,0,3.00,,,,,,,,,,,,
22,17,May 8,PBS,@,SLM,L,6-7,,,1,1.0,1,0,0,0,0,0,0,2.88,,,,,,,,,,,,
23,21,May 14,PBS,,KCP,W,6-2,,W(2-1),5,4.1,2,1,1,0,4,0,0,2.76,,,,,,,,,,,,
24,25,May 18,PBS,,CHI,L,4-9,,,3,7.2,11,6,6,1,2,1,1,3.65,,,,,,,,,,,,
25,28,May 21,PBS,,SLM,W,10-5,CG,W(3-1),2,9.0,14,5,2,6,1,0,0,3.33,,40,,,,,1,1,,,,
26,39,Jun 2(2),PBS,,BUF,L,3-7,,,11,1.0,1,0,0,0,2,0,0,3.26,,,,,,,,,,,,
27,45,Jun 10,PBS,@,SLM,L,8-13,,,7,0.2,2,2,2,2,0,0,0,3.59,,,,,,,,,,,,
28,49,Jun 14,PBS,@,IND,L,4-11,,,3,2.0,5,3,3,1,1,1,0,3.99,,,,,,,,,,,,
29,52,Jun 17,PBS,@,CHI,L,1-3,,,2,1.0,1,0,0,1,0,0,0,3.91,,,,,,,,,,,,
30,63,Jul 3(2),PBS,,BAL,L,4-9,,,15,1.2,5,2,1,2,1,0,0,3.96,,,,,,,,,,,,
31,131,Sep 16,PBS,,CHI,L,4-7,,,74,2.0,2,0,0,1,0,0,0,3.81,,,,,,,,,,,,
32,136,Sep 22,PBS,,SLM,L,4-10,,,5,1.0,3,1,0,0,1,0,0,3.74,,,,,,,,,,,,
