1,125,Sep 5,CIN,,STL,L,3-6,,,99,4.0,6,2,0,1,1,0,0,0.00,18,,,,,17,,,,,,
2,142,Sep 23,CIN,,PHI,L,2-12,,,17,3.0,3,4,0,2,1,0,2,0.00,15,,,,,11,,,,,,
