1,145 (144),Sep 13,LAD,,SFG,W,6-3,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.250,.250,.250,.500,8,.30,-0.005,-0.41,2B
2,146,Sep 15 (1),LAD,@,PHI,W,1-0,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.143,.143,.143,.286,8,.73,-0.055,-0.50,2B
3,147,Sep 15 (2),LAD,@,PHI,W,1-0,CG,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.300,.300,.300,.600,7,1.10,0.069,0.54,2B
4,148,Sep 16,LAD,@,PHI,L,4-8,CG(11),4,4,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.357,.357,.429,.786,8,.93,0.048,0.69,2B
5,149,Sep 17,LAD,@,PHI,L,1-6,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.294,.294,.353,.647,8,1.28,-0.099,-0.85,2B
6,150,Sep 18,LAD,@,NYM,L,2-7,CG,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,.286,.286,.333,.619,8,.58,-0.069,-0.50,2B
7,151,Sep 19,LAD,@,NYM,L,3-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,.280,.280,.320,.600,6,1.40,0.038,0.58,2B
8,152,Sep 20,LAD,@,NYM,W,4-3,CG,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,.250,.241,.286,.527,7,.98,-0.056,-1.06,2B
9,153,Sep 22,LAD,,PHI,W,7-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.219,.212,.250,.462,7,.20,-0.028,-1.03,2B
10,154,Sep 23,LAD,,PHI,L,0-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.222,.216,.250,.466,7,1.04,-0.094,-0.54,2B
11,155,Sep 24,LAD,,PHI,L,1-3,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.205,.200,.231,.431,6,.90,-0.069,-0.34,2B
12,156,Sep 25,LAD,,PIT,L,1-2,CG(11),4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.233,.227,.256,.483,7,1.44,0.005,0.09,2B
13,157,Sep 26,LAD,,PIT,W,3-1,CG,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.239,.234,.261,.495,7,.35,-0.015,-0.18,2B
14,158,Sep 27,LAD,,PIT,L,0-1,CG,4,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.250,.260,.271,.531,2,1.78,0.006,0.11,2B
15,159,Sep 28,LAD,,NYM,W,3-0,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.231,.241,.250,.491,2,.65,-0.061,-0.66,2B
16,160,Sep 29,LAD,,NYM,L,1-5,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.232,.241,.250,.491,2,1.00,-0.060,-0.33,2B
17,161,Sep 30,LAD,,NYM,L,0-5,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.233,.242,.250,.492,2,.34,-0.006,-0.09,2B
