1,150,Sep 21,MIL,,CHC,L,2-10,7-8,,99,2.0,2,2,2,2,1,0,1,9.00,11,36,19,7,1,4,3,0,0,0,,0,0,0,0,0,7,1,0,0,0,1,0,.04,-0.007,-1.03, 7t --- 0 out d6, 8t 3 out d8
2,153,Sep 24,MIL,,PHI,L,4-9,8-8,,2,1.0,2,1,1,0,1,0,0,9.00,6,18,13,6,1,2,3,1,0,0,,0,0,0,0,0,6,0,0,0,0,0,1,.04,-0.003,-0.51, 8t --- 0 out d6, 8t 3 out d7
3,156,Sep 27,MIL,,PHI,L,5-6,5-6,,2,1.0,3,1,1,4,1,0,0,9.00,10,48,24,8,2,3,2,2,0,0,,1,1,0,0,0,6,1,0,0,0,0,0,.42,-0.091,-2.40, 5t -2- 1 out d3, 6t 123 1 out d5
