1,4,Apr 11,NYY,@,DET,W,9-4,GS-7,,99,6.0,5,2,1,4,3,0,1,1.50,27,8,7,0,2,4,55,,,0,0,0,22,0,0,0,1,0,0,1.31,0.187,1.88, 1b start tie, 7b 12- 0 out a2
2,11,Apr 20(2),NYY,,DET,W,2-0,SHO,W(1-0),8,9.0,5,0,0,2,7,0,0,0.60,34,11,10,1,4,4,82,,,1,0,0,32,0,0,0,0,0,0,1.14,0.540,3.93, 1t start tie, 9t 3 out a2
3,16,Apr 26,NYY,@,BAL,W,6-5,GS-6,,5,6.0,4,5,4,5,5,1,0,2.14,27,3,10,0,1,4,46,,,1,0,0,21,1,0,0,1,0,0,.94,-0.331,-2.25, 1b start tie, 6b 3 out d3
4,21,Apr 30,NYY,,CLE,L,0-3,GS-7,L(1-1),3,7.0,5,3,2,6,7,0,0,2.25,32,4,11,2,1,4,58,,,1,0,0,25,1,0,0,0,1,1,1.01,-0.060,0.05, 1t start tie, 7t 3 out d3
5,25,May 4(1),NYY,,BAL,L,3-5,GS-6,L(1-2),3,5.1,4,4,4,4,2,0,0,2.97,24,5,9,0,2,4,42,,,1,0,0,20,0,0,0,0,0,0,1.24,0.027,0.13, 1t start tie, 6t 123 1 out a2
6,30,May 10,NYY,@,OAK,L,3-4,GS-5,L(1-3),5,4.2,4,4,0,4,4,1,0,2.61,25,10,5,1,2,2,48,,,1,0,0,20,0,0,0,0,0,3,1.63,-0.289,-2.04, 1b start tie, 5b 1-- 2 out d3
7,34,May 14,NYY,@,SEP,W,5-4,GS-6,W(2-3),3,6.0,3,2,2,5,5,1,0,2.66,24,5,6,1,0,3,58,,,1,0,0,19,0,0,0,2,0,0,.73,-0.027,0.64, 1b start tie, 6b 3 out d2
8,38,May 18(2),NYY,,CAL,W,1-0,GS-7,,3,6.1,2,0,0,4,5,0,0,2.32,25,7,7,1,0,2,70,,,0,0,0,21,0,0,1,0,0,0,1.32,0.172,1.56, 1t start tie, 7t 123 1 out tie
9,42,May 24,NYY,,MIN,L,1-2,GS-7,L(2-4),5,7.0,5,2,2,1,4,0,0,2.35,24,7,9,2,0,3,62,,,1,3,0,23,0,0,0,0,0,0,.75,0.027,1.05, 1t start tie, 7t 3 out d2
10,46,May 28,NYY,@,CHW,L,6-7,GS-3,,3,2.0,2,1,1,5,0,0,0,2.43,12,4,1,0,0,2,43,,,0,0,0,7,1,0,0,0,0,0,1.11,-0.101,-1.02, 1b start tie, 3b 12- 0 out d1
11,50,Jun 1,NYY,@,KCR,W,8-5,GS-3,,3,2.1,4,5,4,2,1,0,0,2.92,14,2,6,3,1,2,30,,,1,0,0,10,2,0,0,0,1,0,1.08,-0.363,-4.28, 1b start tie, 3b -2- 1 out d4
12,57,Jun 8(2),NYY,,CHW,W,11-2,CG,W(3-4),6,9.0,6,2,2,5,6,1,0,2.80,37,11,9,3,0,6,68,,,0,0,0,32,1,1,0,0,0,0,.71,0.156,1.93, 1t start tie, 9t 3 out a9
13,62,Jun 14,NYY,,SEP,L,4-5,GS-5,,5,5.0,3,2,2,2,3,1,0,2.85,20,8,5,0,0,2,54,,,0,0,0,17,0,0,0,0,0,0,.87,-0.038,0.18, 1t start tie, 5t 3 out d2
14,67,Jun 18,NYY,,DET,W,4-2,GS-7,W(4-4),3,7.0,4,2,1,5,7,0,0,2.72,28,7,5,0,0,4,65,,,0,0,0,23,0,0,0,2,0,0,1.06,0.076,1.05, 1t start tie, 7t 3 out d1
15,71,Jun 22,NYY,@,BOS,W,5-3,GS-6,,3,6.0,6,3,3,3,5,2,0,2.84,25,9,6,2,1,2,50,,,0,2,0,22,0,0,0,0,0,0,.83,-0.075,-0.11, 1b start a 1, 6b 3 out d1
16,77,Jun 28,NYY,@,CLE,L,3-7,GS-1,L(4-5),5,0.2,3,3,3,3,0,0,0,3.12,8,0,2,0,0,3,31,,,0,0,0,4,0,0,0,0,1,0,1.03,-0.281,-3.28, 1b start tie, 1b 123 2 out d3
17,79,Jun 29(2),NYY,@,CLE,W,6-3,4-8,W(5-5),0,4.1,2,1,1,6,2,0,0,3.07,21,2,9,4,0,2,,0,0,0,0,0,15,0,0,0,0,0,1,1.24,0.150,1.19, 4b --- 0 out a2, 8b 1-3 1 out a4
18,83,Jul 4(2),NYY,,CLE,L,1-4,GS-8,L(5-6),4,7.0,5,4,4,3,5,1,0,3.22,28,6,9,5,0,5,53,,,0,0,0,25,1,0,0,0,0,0,1.10,-0.161,-0.41, 1t start tie, 8t -23 0 out d1
