66,150,Sep 25(1),CIN,,BSN,L,0-13,,,99,3.0,8,8,3,3,1,0,0,9.00,19,,,,,14,,,,,0,
67,156,Sep 30(1),CIN,,NYG,W,9-5,GS-,,4,6.0,7,3,3,2,1,0,0,6.00,25,45,,,,21,,,,,0,
