5 (4),Apr 21,CIN,,PIT,W,12-6,GF,0, ,11,0,1,12,0,
6,Apr 22,CIN,,PIT,L,9-15,CG,0,9.0,10,1,0,11,0,
7,Apr 23,CIN,,PIT,L,4-8,CG,0,9.0,11,1,0,12,0,
8,Apr 24,CIN,,PIT,W,5-4,CG,0,9.0,8,0,0,8,1,
9,Apr 25,CIN,@,STL,W,3-1,CG,0,9.0,10,0,0,10,0,
10,Apr 26,CIN,@,STL,L,4-8,CG,0,8.0,6,1,0,7,0,
68 (57),Jul 4 (2),CIN,@,CHC,L,3-6,GF,0, ,1,0,0,1,0,
81 (12),Jul 18,CIN,@,BRO,W,8-4,CG,0,9.0,10,0,0,10,1,
82,Jul 19,CIN,@,BRO,L,0-1,CG,0,8.0,5,1,0,6,1,
83,Jul 20,CIN,@,BRO,W,11-4,CG,0,9.0,7,0,0,7,0,
84,Jul 21 (1),CIN,@,BRO,W,10-6,CG,0,9.0,9,0,0,9,0,
85,Jul 21 (2),CIN,@,BRO,L,2-5,CG,0,8.0,10,0,0,10,0,
86,Jul 22,CIN,,STL,L,0-2,CG,0,9.0,11,0,0,11,0,
87,Jul 23,CIN,,STL,L,7-8,CG,0,9.0,11,0,0,11,1,
90 (2),Jul 26,CIN,,BRO,W,9-2,CG,0,9.0,14,0,1,15,1,
91,Jul 27,CIN,,BRO,W,4-3,CG,0,12.0,13,0,1,14,0,
127 (35),Sep 4,CIN,@,PIT,W,2-1,CG,0,9.0,3,0,0,3,0,
130 (2),Sep 7 (2),CIN,@,STL,W,8-5,CG,0,9.0,1,0,0,1,0,
132 (1),Sep 8 (2),CIN,@,STL,L,4-13,CG,0,8.0,1,0,0,1,0,
133,Sep 9,CIN,,PIT,W,8-3,CG,0,9.0,1,0,0,1,0,
134,Sep 10,CIN,,PIT,L,0-8,GS,0, ,1,0,0,1,0,
138 (3),Sep 14 (1),CIN,,BSN,W,9-1,CG,0,9.0,13,1,0,14,1,
139,Sep 14 (2),CIN,,BSN,L,0-4,CG,0,9.0,11,1,0,12,1,
140,Sep 15,CIN,,BSN,W,7-5,CG,0,9.0,12,0,1,13,1,
141,Sep 16,CIN,,BSN,W,7-4,CG,0,9.0,11,0,0,11,2,
143 (1),Sep 19 (2),CIN,,PHI,W,6-5,CG,0,9.0,7,1,0,8,0,
153 (9),Oct 6,CIN,,PIT,L,1-7,GF,0, ,7,0,0,7,2,
154,Oct 7,CIN,,PIT,L,5-7,CG,0,9.0,12,2,0,14,0,
