1,56 (55),Jun 18,CLE,,NYY,L,3-19,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.000,.000,.000,9,PH
2,98 (41),Jul 31,CLE,,WSH,L,1-11,0-GF,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,9,C
