151 (150),Sep 25,PIT,,PHI,W,3-0,CG,0,9.0,5,1,0,6,0,
153 (1),Sep 27,PIT,,BRO,W,10-2,CG,0,9.0,3,0,0,3,0,
155 (1),Sep 29 (1),PIT,,BRO,L,2-3,CG,0,9.0,6,2,0,8,0,
