128 (127),Aug 29,CLE,@,WSH,W,4-0,CG,0,9.0,2,2,0,4,0,
129,Aug 30,CLE,@,WSH,L,1-3,CG,0,8.0,0,2,0,2,0,
130,Aug 31,CLE,@,WSH,L,3-5,CG,0,8.0,0,2,1,3,0,
