19 (18),May 5,BTT,,SLM,L,0-3,CG,0,9.0,2,1,1,4,0,
20,May 6,BTT,,SLM,W,3-2,CG,0,9.0,1,3,0,4,0,
21,May 7,BTT,,KCP,W,4-1,CG,0,9.0,2,3,1,6,0,
22,May 8,BTT,,KCP,L,5-8,CG,0,9.0,2,4,1,7,0,
