1,136,Sep 15(1),PHA,,CLE,L,3-17,,,99,5.0,4,6,5,9,2,0,0,9.00,28,,,,,18,,,,,0,
2,147,Sep 24(2),PHA,,CHW,L,1-18,,,8,2.0,4,3,2,1,2,0,0,9.00,13,,,,,12,,,,,0,
