1,136 (135),Sep 15 (1),PHA,,CLE,L,3-17,0-0,2,2,0,0,0,0,0,0,0,,1,0,0,,,,0,0,.000,.000,.000,.000,9,P
2,147 (10),Sep 24 (2),PHA,,CHW,L,1-18,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,0,.000,.000,.000,.000,9,P
