5,27,May 22,BSN,@,CHC,L,2-6,,,99,1.0,0,0,0,0,0,0,0,0.00,3,,,,,3,,,,,0,
6,35,May 30(2),BSN,@,BRO,L,1-5,,,7,2.2,1,0,0,1,2,0,0,0.00,9,,,,,8,,,,,0,
7,38,Jun 2,BSN,@,NYG,L,6-9,,,2,1.0,3,2,2,1,0,1,0,3.86,7,,,,,6,,,,,0,
