27 (26),May 22,BSN,@,CHC,L,2-6,,0,1.0,0,1,0,1,0,
35 (7),May 30 (2),BSN,@,BRO,L,1-5,,0,2.2,0,1,0,1,0,
38 (2),Jun 2,BSN,@,NYG,L,6-9,,0,1.0,0,0,0,0,0,
