1,135,Sep 6,PIT,,CHC,L,14-19,9-GF,,99,0.2,2,3,3,1,0,1,0,40.50,5,1,2,1,0,1,,1,1,0,0,0,3,0,0,0,0,0,0,.10,-0.031,-2.95, 9t --3 1 out d3, 9t end d 7
2,148,Sep 23(1),PIT,,CIN,L,0-8,9-GF,,16,1.0,2,1,1,0,1,0,0,21.60,5,1,1,1,0,2,,0,0,0,0,0,5,0,1,0,0,0,0,.00,-0.001,-0.36, 9t --- 0 out d7, 9t end d 8
