1071,1,Apr 16,SLM,,IND,L,3-7,CG,5,4,0,1,0,0,0,0,1,,0,0,0,,,,0,,.250,.400,.250,.650,1,SS
1072,2,Apr 17,SLM,,IND,W,5-4,CG(11),5,1,1,0,0,0,0,0,4,,0,0,0,,,,0,,.200,.600,.200,.800,1,SS
1073,3,Apr 18,SLM,,IND,W,4-2,CG,5,2,1,1,0,0,0,2,3,,0,0,0,,,,0,,.286,.667,.286,.952,1,SS
1074,4,Apr 19,SLM,,IND,W,9-2,CG,5,3,1,2,0,0,0,1,1,,0,0,1,,,,0,,.400,.684,.400,1.084,1,SS
1075,5,Apr 20,SLM,,CHI,W,3-1,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.357,.609,.357,.966,1,SS
1076,6,Apr 21,SLM,,CHI,W,4-3,CG,4,3,0,0,0,0,0,0,1,,0,0,0,,,,0,,.294,.556,.294,.850,1,SS
1077,7,Apr 22,SLM,,CHI,W,5-4,CG,5,3,2,1,0,0,0,0,1,,0,0,1,,,,0,,.300,.548,.300,.848,1,SS
1078,8,Apr 23,SLM,@,IND,W,3-0,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,,.240,.472,.240,.712,1,SS
1079,9,Apr 25,SLM,@,IND,W,4-3,CG,5,3,0,0,0,0,0,0,2,,0,0,0,,,,0,,.214,.463,.214,.678,1,SS
1080,10,Apr 26,SLM,@,IND,L,3-5,CG,5,3,0,2,0,0,0,0,2,,0,0,0,,,,0,,.258,.500,.258,.758,1,SS
1081,11,Apr 29,SLM,,BUF,W,6-5,CG(12),7,7,0,2,0,0,0,1,0,,0,0,0,,,,1,,.263,.472,.263,.735,1,SS
1082,12,Apr 30,SLM,,BUF,W,3-2,CG,4,4,1,2,1,0,0,0,0,,0,0,0,,,,0,,.286,.474,.310,.783,1,SS
1083,13,May 1,SLM,,BTT,L,1-2,CG(11),5,4,0,0,0,0,0,0,0,,0,0,1,,,,1,,.261,.443,.283,.725,1,SS
1084,14,May 2 (1),SLM,,BTT,L,3-4,CG,5,4,0,0,0,0,0,0,1,,0,0,0,,,,0,,.240,.424,.260,.684,1,SS
1085,15,May 2 (2),SLM,,BTT,W,7-5,CG,5,4,1,2,1,0,0,0,1,,0,0,0,,,,0,,.259,.437,.296,.733,1,SS
1086,16,May 4,SLM,,BAL,L,0-3,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.241,.413,.276,.689,1,SS
1087,17,May 5,SLM,,BAL,L,6-8,CG,5,4,1,3,0,0,0,0,0,,0,0,1,,,,0,,.274,.430,.306,.737,1,SS
1088,18,May 6,SLM,,BAL,L,7-8,CG,5,3,1,0,0,0,0,0,2,,0,0,0,,,,1,,.262,.429,.292,.721,1,SS
1089,19,May 7,SLM,,PBS,L,7-15,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,,.243,.404,.271,.676,1,SS
1090,20,May 8,SLM,,PBS,W,7-6,CG,4,3,2,3,1,0,0,0,1,,0,0,0,,,,0,,.274,.430,.315,.745,1,SS
1091,21,May 9,SLM,,PBS,L,2-5,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,,.256,.408,.295,.703,1,SS
1092,22,May 10,SLM,@,CHI,W,5-4,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,,.241,.388,.277,.665,1,SS
1093,23,May 14,SLM,@,BTT,L,1-4,CG,4,3,0,1,0,0,0,1,0,,0,0,1,,,,0,,.244,.387,.279,.666,1,SS
1094,24,May 15,SLM,@,BTT,L,6-12,CG,6,4,0,0,0,0,0,1,2,,1,0,0,,,,0,,.233,.384,.267,.651,1,SS
1095,25,May 16,SLM,@,BTT,W,5-3,CG,5,5,0,0,0,0,0,2,0,,0,0,0,,,,0,,.221,.368,.253,.620,1,SS
1096,26,May 18,SLM,@,BUF,W,6-3,CG,5,4,1,0,0,0,0,0,0,,0,0,1,,,,0,,.212,.355,.242,.598,1,SS
1097,27,May 19,SLM,@,BUF,L,3-11,CG,5,3,1,0,0,0,0,0,2,,0,0,0,,,,0,,.206,.357,.235,.592,1,SS
1098,28,May 20,SLM,@,BUF,L,1-2,CG,4,3,0,2,0,1,0,0,1,,0,0,0,,,,0,,.219,.369,.267,.636,1,SS
1099,29,May 21,SLM,@,PBS,L,5-10,CG,5,3,0,0,0,0,0,0,2,,0,0,0,,,,0,,.213,.370,.259,.630,7,SS
1100,30,May 22,SLM,@,PBS,T,3-3,CG,3,2,0,0,0,0,0,0,1,,0,0,0,,,,0,,.209,.370,.255,.624,7,SS
1101,31,May 23,SLM,@,PBS,L,0-3,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.202,.359,.246,.605,7,SS
1102,32,May 24,SLM,@,IND,W,9-3,CG,5,4,2,1,0,0,0,0,1,,0,0,0,,,,0,,.203,.361,.246,.606,7,SS
1103,33,May 25,SLM,@,BAL,L,5-6,CG,4,4,1,1,0,1,0,0,0,,1,0,0,,,,0,,.205,.358,.262,.620,7,SS
1104,34,May 26,SLM,@,BAL,L,2-3,GS-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.203,.355,.260,.615,7,SS
1105,35,May 27,SLM,@,BAL,L,3-4,CG(6),3,2,0,1,1,0,0,0,1,,0,0,0,,,,0,,.208,.361,.272,.633,7,SS
1106,36,May 29,SLM,,KCP,W,5-0,CG,4,4,1,2,0,0,0,1,0,,0,0,0,,,,0,,.217,.365,.279,.644,7,SS
1107,37,May 30 (1),SLM,,KCP,L,2-4,CG,4,3,0,1,0,0,0,0,1,,0,0,0,,,,0,,.220,.368,.280,.648,7,SS
1108,38,May 30 (2),SLM,,KCP,W,4-3,CG,4,3,1,0,0,0,0,0,1,,0,0,0,,,,0,,.215,.365,.274,.639,7,SS
1109,39,May 31,SLM,,KCP,L,3-5,CG(10),4,2,1,0,0,0,0,0,2,,0,0,0,,,,0,,.212,.368,.270,.638,7,SS
