127,72,Jul 3,WSH,,NYY,W,4-3,GS-,,99,5.0,7,2,1,2,0,0,0,1.80,23,45,,,,19,,,,,0,
128,76,Jul 6,WSH,,SLB,L,7-8,,,2,0.1,0,3,3,3,0,0,0,6.75,4,,,,,1,,,,,0,
129,95,Jul 27,CLE,,NYY,W,7-6,,,20,3.0,3,1,1,3,0,0,0,5.40,12,,,,,9,,,,,0,
