72 (71),Jul 3,WSH,,NYY,W,4-3,GS,0,5.0,0,2,0,2,0,
76 (3),Jul 6,WSH,,SLB,L,7-8,,0,0.1,0,0,0,0,0,
95,Jul 27,CLE,,NYY,W,7-6,,0,3.0,0,0,0,0,0,
