1,12,May 1,PHA,@,WSH,L,4-9,,,99,1.0,0,0,0,1,0,0,0,0.00,3,,,,,2,,,,,0,
2,16,May 5,PHA,@,NYY,L,4-8,5-6,,3,2.0,2,0,0,0,0,0,0,0.00,7,,1,0,0,7,0,0,0,0,0,0
3,27,May 19,PHA,@,CHW,L,3-4,8-GF(8),,13,1.0,0,0,0,2,0,0,0,0.00,4,,0,1,0,2,0,0,0,0,0,0
4,30,May 23,PHA,@,SLB,L,5-8,5-5,,3,0.1,0,0,0,0,0,0,0,0.00,1,,0,0,0,1,0,0,0,0,0,0
5,32,May 26,PHA,@,WSH,L,2-11,,,2,2.0,5,5,3,3,0,0,0,4.26,13,,,,,10,,,,,0,
6,50,Jun 12,PHA,,CHW,L,1-15,6-8,,16,1.2,5,7,6,5,0,0,0,10.12,16,,0,0,0,10,1,0,0,0,1,1
