1,123 (122),Sep 3,SLB,,CLE,L,3-15,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,.000,.000,.000,.000,9,.00,0.000,-0.27,PH
2,126 (2),Sep 5 (1),SLB,,CLE,L,5-9,0-0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,,,PR
3,130 (3),Sep 8,SLB,,CHW,L,1-10,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,.000,.000,.000,.000,2,.78,-0.059,-0.78,LF
4,131,Sep 9,SLB,,CHW,L,8-9,9-GF,0,0,1,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,0.000,0.00,PR
