1,120,Sep 1(2),BSN,,PHI,L,1-7,,,99,2.0,0,0,0,1,0,0,0,0.00,6,,,,,5,,,,,0,
2,128,Sep 8(1),BSN,@,PHI,L,6-10,,,6,1.0,0,1,1,4,0,0,0,3.00,7,,,,,2,,,,,0,
3,131,Sep 10(2),BSN,,NYG,L,0-11,9-GF,,1,1.0,1,1,1,1,0,0,0,4.50,4,,0,0,0,3,0,0,0,1,0,0
4,140,Sep 17,BSN,,CHC,L,5-15,9-GF,,6,1.0,1,1,1,1,0,0,3,5.40,6,,0,0,0,2,0,0,0,0,0,0
