38 (37),May 17,CIN,,ATL,L,2-6,,11,2.0,0,1,1,2,0,P
39,May 18,CIN,,ATL,W,8-4,,6,1.2,0,0,0,0,0,P
41 (1),May 21,CIN,,CHC,L,6-11,,4,1.0,0,0,0,0,0,P
42,May 22,CIN,,CHC,L,1-5,,7,2.0,0,1,0,1,0,P
45 (2),May 25,CIN,@,STL,L,0-6,GF,8,2.0,0,1,0,1,0,P
47 (1),May 28,CIN,,PIT,L,2-5,GF,1,0.1,0,0,0,0,0,P
48,May 29,CIN,,PIT,L,2-4,,4,0.2,0,0,0,0,0,P
49,May 30,CIN,@,CHC,L,3-12,,11,2.1,1,0,0,1,0,P
50,May 31,CIN,@,CHC,L,0-4,,2,0.2,0,0,0,0,0,P
52 (1),Jun 3,CIN,@,LAD,L,5-13,,12,1.2,0,0,0,0,0,P
56 (3),Jun 7,CIN,@,SDP,L,2-6,GF,3,1.0,0,0,0,0,0,P
58 (1),Jun 9,CIN,@,SDP,L,1-3,,10,3.0,0,0,0,0,0,P
61 (2),Jun 12,CIN,@,SFG,W,10-6,GF,10,2.0,0,0,0,0,0,P
64 (2),Jun 16,CIN,,HOU,L,4-7,,12,2.1,0,0,0,0,0,P
67 (2),Jun 19,CIN,,SFG,L,3-5,,6,2.0,0,0,0,0,0,P
71 (3),Jun 24,CIN,,LAD,L,3-5,,2,0.1,1,0,0,1,0,P
72,Jun 25,CIN,,LAD,L,4-6,,8,2.1,0,0,0,0,0,P
73,Jun 26,CIN,,LAD,L,6-9,,3,1.0,0,0,0,0,0,P
76 (2),Jun 29,CIN,,SDP,L,2-3,GS,25,6.0,0,0,0,0,0,P
79 (2),Jul 2,CIN,@,PHI,L,3-5,,1,0.0,0,0,0,0,0,P
83 (3),Jul 6,CIN,@,NYM,L,4-5,,2,0.1,0,1,0,1,0,P
87 (3),Jul 10,CIN,,PHI,W,5-4,,3,0.2,0,0,0,0,0,P
93 (5),Jul 19,CIN,,NYM,W,11-2,GF,11,2.0,0,1,0,1,0,P
99 (5),Jul 26 (2),CIN,@,ATL,L,1-2,GS,19,5.0,0,0,0,0,0,P
104 (4),Jul 31,CIN,@,SDP,L,5-8,GS,7,0.2,0,0,0,0,0,P
109 (4),Aug 6,CIN,,SDP,L,1-4,GF,3,1.0,0,0,0,0,0,P
112 (2),Aug 10,CIN,,LAD,L,5-8,,2,0.1,0,0,0,0,0,P
113,Aug 11,CIN,,LAD,W,9-8,,6,1.1,0,0,0,0,0,P
114,Aug 12,CIN,,ATL,L,4-9,,8,2.0,0,0,0,0,0,P
116 (1),Aug 14,CIN,,ATL,W,2-0,,11,3.0,0,1,0,1,0,P
118 (1),Aug 17,CIN,,CHC,L,0-5,GF,8,2.0,0,1,0,1,0,P
122 (3),Aug 21,CIN,@,STL,L,1-7,GS,18,3.1,0,0,1,1,0,P
129 (6),Aug 28,CIN,,STL,L,3-5,GF,9,2.0,0,0,0,0,0,P
130,Aug 29,CIN,,PIT,L,1-8,,9,3.0,0,0,0,0,0,P
153 (22),Sep 23,CIN,@,ATL,W,5-4,,11,2.0,0,0,0,0,0,P
157 (3),Sep 27,CIN,@,SFG,L,3-6,,4,1.1,0,1,0,1,0,P
