36 (35),Jun 1 (1),NYY,,PHA,L,8-9,GF,0,5.0,4,0,0,4,0,
45 (8),Jun 10,NYY,@,SLB,W,5-3,GF,0,4.0,0,0,0,0,0,
47 (1),Jun 12,NYY,@,SLB,L,3-9,GF,0, ,0,0,0,0,0,
48,Jun 13,NYY,@,SLB,L,4-5,GF,0, ,1,3,1,5,0,
49,Jun 14,NYY,@,DET,L,1-3,CG,0,8.0,3,0,0,3,0,
50,Jun 15,NYY,@,DET,L,1-4,CG,0,8.0,0,4,1,5,0,
51,Jun 16,NYY,@,DET,L,0-3,CG,0,8.0,1,1,1,3,0,
52,Jun 17,NYY,@,DET,W,4-3,CG,0,9.0,0,2,0,2,1,
64 (11),Jul 2,NYY,@,WSH,W,6-1,CG,0,9.0,4,3,0,7,1,
65,Jul 3 (1),NYY,@,PHA,L,0-2,CG,0,8.0,1,7,1,9,0,
66,Jul 3 (2),NYY,@,PHA,L,0-1,CG,0,8.0,2,3,0,5,0,
67,Jul 4 (1),NYY,@,PHA,W,7-5,CG,0,9.0,1,3,0,4,0,
68,Jul 4 (2),NYY,@,PHA,L,2-6,CG,0,8.0,4,1,0,5,0,
69,Jul 6,NYY,@,PHA,L,0-2,CG,0,8.0,1,2,0,3,0,
70,Jul 8,NYY,,CLE,W,7-1,CG,0,9.0,2,0,0,2,0,
71,Jul 9 (1),NYY,,CLE,W,7-4,CG,0,9.0,4,4,0,8,0,
72,Jul 9 (2),NYY,,CLE,T,3-3,CG,0,10.0,3,4,0,7,1,
73,Jul 10 (1),NYY,,CLE,L,2-7,CG,0,9.0,5,2,0,7,1,
74,Jul 10 (2),NYY,,CLE,W,1-0,CG,0,6.0,2,1,0,3,0,
75,Jul 11,NYY,,CHW,W,9-4,GS,0, ,1,4,0,5,1,
76,Jul 13 (1),NYY,,CHW,L,0-2,CG,0,9.0,3,2,1,6,0,
77,Jul 13 (2),NYY,,CHW,W,3-1,CG,0,9.0,2,1,1,4,0,
78,Jul 15 (1),NYY,,CHW,L,2-3,GS,0,7.0,2,2,1,5,0,
81 (2),Jul 18,NYY,,SLB,W,5-2,CG,0,9.0,0,4,1,5,0,
