1,115 (114),Aug 9,CLE,,KCR,L,0-10,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,2,.43,-0.046,-1.20,3B
2,116,Aug 10,CLE,,KCR,W,8-1,4-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,2,.04,0.000,-0.22,PR 3B
3,118 (1),Aug 12,CLE,,SEP,W,6-5,7-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,2,,,,3B
4,119,Aug 13,CLE,,SEP,L,3-5,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,2,,,,3B
5,120,Aug 15,CLE,@,CAL,W,2-1,6-GF(12),3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,7,1.58,-0.118,-0.60,3B
6,122 (1),Aug 17,CLE,@,CAL,L,6-7,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,7,.30,-0.007,-0.14,3B
7,124 (1),Aug 19,CLE,@,OAK,W,3-0,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,6,,,,3B
8,126 (1),Aug 22,CLE,@,SEP,W,9-8,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,2,,,,3B
9,127,Aug 23,CLE,@,SEP,W,7-3,8-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,3,,,,3B
10,128,Aug 24,CLE,@,SEP,W,6-5,7-GF,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.000,.000,.000,.000,2,2.72,0.006,-0.15,3B
11,130 (1),Aug 27,CLE,,CAL,L,1-4,10-GF(10),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,2,,,,3B
12,132 (1),Aug 30,CLE,@,CHW,L,5-6,7-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,2,.63,-0.016,-0.23,3B
13,137 (4),Sep 5 (1),CLE,,NYY,W,2-1,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,8,1.81,-0.228,-2.03,3B
