203,8 (7),Apr 19,PBS,,KCP,L,2-4,0-0,1,0,0,0,0,0,0,0,1,,0,0,0,,,,0,,,1.000,,,9,PH
204,10 (1),Apr 21,PBS,,KCP,W,5-4,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.000,.500,.000,.500,7,PH
205,13 (2),Apr 25,PBS,@,SLM,W,3-0,CG,4,4,0,2,0,0,0,0,0,,1,0,0,,,,0,,.400,.500,.400,.900,7,RF
206,14,Apr 27,PBS,,SLM,L,2-5,CG,4,4,0,2,0,0,0,0,0,,1,0,0,,,,0,,.444,.500,.444,.944,7,RF
207,16 (1),Apr 29 (2),PBS,,SLM,L,7-9,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.400,.455,.400,.855,9,PH
208,17,May 1,PBS,@,BTT,W,2-1,0-GF,1,1,0,1,0,0,0,0,0,,0,0,0,,,,0,,.455,.500,.455,.955,5,RF
209,21 (3),May 7,PBS,@,BAL,W,10-9,CG,5,4,0,2,0,1,0,2,1,,1,0,0,,,,0,,.467,.529,.600,1.129,7,RF
210,22,May 8,PBS,@,BAL,W,4-2,CG(10),5,3,1,1,1,0,0,0,2,,1,0,0,,,,1,,.444,.545,.611,1.157,7,RF
211,23,May 10,PBS,@,BAL,W,10-4,CG,5,5,1,3,2,0,0,1,0,,0,0,0,,,,0,,.478,.556,.696,1.251,7,RF
212,24,May 11,PBS,@,BUF,W,1-0,CG,4,4,0,0,0,0,0,0,0,,1,0,0,,,,0,,.407,.484,.593,1.076,7,RF
213,25,May 12,PBS,@,BUF,W,3-2,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.355,.429,.516,.945,7,RF
214,26,May 13,PBS,@,BUF,W,12-7,CG,5,5,0,3,1,0,0,1,0,,0,0,0,,,,1,,.389,.450,.556,1.006,7,RF
215,27,May 14,PBS,,CHI,L,0-6,CG,3,3,0,1,0,0,0,0,0,,0,0,0,,,,0,,.385,.442,.538,.980,7,RF
216,28,May 15,PBS,,CHI,L,0-10,CG,3,3,0,0,0,0,0,0,0,,0,0,0,,,,0,,.357,.413,.500,.913,7,RF
217,29,May 16,PBS,@,CHI,W,4-1,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.326,.380,.457,.837,7,RF
218,30,May 18,PBS,,NEW,L,0-8,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.300,.352,.420,.772,7,RF
219,31,May 19,PBS,,NEW,L,3-7,CG,4,4,0,1,0,0,0,1,0,,0,0,0,,,,0,,.296,.345,.407,.752,7,RF
220,33 (1),May 25 (1),PBS,,BTT,L,2-4,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.291,.339,.400,.739,9,PH
221,34,May 25 (2),PBS,,BTT,W,5-4,0-GF,1,1,0,1,0,0,0,1,0,,0,0,0,,,,0,,.304,.350,.411,.761,9,PH
222,35,May 26,PBS,,BTT,L,3-6,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.298,.344,.404,.748,9,PH
223,41 (5),Jun 2,PBS,@,KCP,L,0-4,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.293,.339,.397,.735,9,PH
224,42,Jun 3,PBS,@,KCP,W,2-1,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.274,.318,.371,.689,6,RF
225,43,Jun 4,PBS,@,KCP,L,3-5,0-0,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.270,.313,.365,.679,9,PH
226,45 (1),Jun 6,PBS,@,CHI,L,5-10,0-GF,1,1,1,1,0,0,0,0,0,,0,0,0,,,,0,,.281,.324,.375,.699,9,PH
227,46,Jun 12,PBS,@,SLM,L,1-4,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.277,.319,.369,.688,9,PH
228,47,Jun 13 (1),PBS,@,SLM,L,5-6,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.273,.314,.364,.678,8,PH
229,72,Jul 5,BTT,@,NEW,L,1-2,CG(14),6,6,0,2,0,0,0,0,0,,0,0,0,,,,1,,.278,.316,.361,.677,4,RF
230,73,Jul 6,BTT,,BUF,W,5-1,CG,4,4,0,0,0,0,0,1,0,,1,0,0,,,,0,,.263,.300,.342,.642,4,RF
231,74,Jul 7,BTT,,BUF,L,2-3,CG,4,4,0,0,0,0,0,0,0,,2,0,0,,,,0,,.250,.286,.325,.611,4,RF
232,75,Jul 9 (1),BTT,,BUF,L,2-8,CG,4,4,1,2,0,0,0,0,0,,0,0,0,,,,0,,.262,.295,.333,.629,4,RF
233,76,Jul 9 (2),BTT,,BUF,L,1-9,CG,4,3,0,2,0,0,0,1,1,,0,0,0,,,,1,,.276,.315,.345,.660,4,RF
234,77,Jul 10,BTT,@,BUF,L,2-7,CG,4,2,0,1,0,0,0,1,1,,0,0,1,,,,1,,.281,.326,.348,.675,4,RF
235,78,Jul 12,BTT,@,BUF,W,9-4,CG,5,4,2,2,1,0,0,2,1,,0,0,0,,,,0,,.290,.340,.366,.706,5,1B
236,79,Jul 13,BTT,@,BAL,W,6-5,CG,4,4,0,0,0,0,0,0,0,,2,0,0,,,,0,,.278,.327,.351,.677,5,1B
237,80,Jul 14 (1),BTT,@,BAL,W,9-7,CG,5,5,1,2,1,0,0,1,0,,1,0,0,,,,0,,.284,.330,.363,.693,5,1B
238,81,Jul 14 (2),BTT,@,BAL,L,4-5,CG,4,4,1,2,0,0,0,1,0,,0,0,0,,,,0,,.292,.336,.368,.704,5,C 1B
239,82,Jul 15,BTT,@,BAL,W,4-2,GS-0,4,3,0,0,0,0,0,0,0,,0,0,1,,,,0,,.284,.328,.358,.685,5,1B
240,83,Jul 17 (1),BTT,@,CHI,L,6-7,CG,4,4,0,1,0,0,0,2,0,,0,0,0,,,,0,,.283,.325,.354,.679,5,1B
241,84,Jul 17 (2),BTT,@,CHI,W,5-4,CG,4,4,0,1,0,0,0,2,0,,0,0,0,,,,0,,.282,.323,.350,.673,5,1B
242,85,Jul 19,BTT,@,CHI,L,5-11,GS-0,2,1,0,0,0,0,0,1,1,,0,0,0,,,,1,,.280,.325,.347,.673,5,1B
243,86,Jul 20,BTT,@,CHI,W,3-1,GS-0,3,3,0,2,0,0,0,0,0,,0,0,0,,,,0,,.289,.333,.355,.689,5,1B
244,87,Jul 21 (1),BTT,@,CHI,W,4-0,CG,4,3,0,0,0,0,0,0,0,,0,0,1,,,,0,,.282,.326,.347,.673,5,1B
245,88,Jul 21 (2),BTT,@,CHI,W,9-8,GS-0,5,5,0,1,0,0,0,1,0,,0,0,0,,,,1,,.279,.321,.341,.662,5,1B
246,89,Jul 22,BTT,@,SLM,W,4-0,CG,4,3,0,1,0,0,0,2,0,,0,0,1,,,,0,,.280,.321,.341,.662,5,1B
247,90,Jul 23,BTT,@,SLM,W,6-4,CG,5,5,1,2,0,2,0,1,0,,0,0,0,,,,0,,.285,.324,.372,.696,5,1B
248,91,Jul 24 (1),BTT,@,SLM,L,2-4,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.284,.322,.369,.691,5,1B
249,92,Jul 24 (2),BTT,@,SLM,L,1-3,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.276,.314,.359,.672,5,1B
250,93,Jul 26,BTT,@,SLM,L,5-6,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.275,.312,.356,.668,5,1B
251,94,Jul 27 (1),BTT,@,KCP,W,7-5,CG,4,3,0,1,0,0,0,0,0,,0,0,1,,,,0,,.276,.313,.355,.668,5,1B
252,95,Jul 27 (2),BTT,@,KCP,L,2-6,CG,4,4,1,1,0,0,0,0,0,,0,0,0,,,,0,,.276,.311,.353,.664,5,1B
253,96,Jul 28 (1),BTT,@,KCP,W,4-3,CG,4,4,0,0,0,0,0,0,0,,1,0,0,,,,0,,.269,.304,.344,.647,5,1B
254,97,Jul 28 (2),BTT,@,KCP,L,2-3,CG,4,4,0,1,1,0,0,0,0,,0,0,0,,,,0,,.268,.302,.348,.650,5,1B RF
255,98,Jul 29,BTT,@,KCP,W,4-0,CG,4,3,0,1,0,0,0,1,0,,0,0,1,,,,0,,.269,.303,.347,.650,5,1B
256,99,Jul 31,BTT,@,PBS,L,2-4,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,1,,.269,.302,.345,.647,5,1B
257,100,Aug 3 (1),BTT,@,PBS,W,3-0,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.263,.295,.337,.632,5,1B
258,101,Aug 3 (2),BTT,@,PBS,L,2-4,CG,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.263,.294,.335,.629,5,1B
259,102,Aug 4,BTT,@,PBS,L,1-6,GS-0,4,4,0,1,0,0,0,0,0,,0,0,0,,,,0,,.262,.293,.333,.627,5,1B
260,103,Aug 5,BTT,,CHI,L,1-3,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,0,,.257,.287,.326,.613,5,1B
261,105 (1),Aug 7 (2),BTT,,CHI,L,2-4,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.255,.286,.324,.610,9,PH
262,106,Aug 9,BTT,,CHI,L,1-2,0-0,1,1,0,1,0,0,0,1,0,,0,0,0,,,,0,,.259,.289,.328,.617,9,PH
263,107,Aug 10,BTT,,KCP,L,2-3,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.258,.288,.326,.614,9,PH
264,108,Aug 11,BTT,,KCP,W,7-6,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.257,.286,.325,.611,9,PH
265,109,Aug 12,BTT,,KCP,W,3-2,0-GF(12),1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.255,.285,.323,.608,9,PH
266,114,Aug 24,NEW,,BUF,L,0-3,0-GF,1,0,0,0,0,0,0,0,0,,0,1,0,,,,0,,.255,.289,.323,.611,9,PH
267,115,Aug 25,NEW,,BUF,L,3-4,0-0,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.254,.287,.321,.608,9,PH
268,117 (1),Aug 31,NEW,@,BUF,W,6-5,CG,5,5,0,0,0,0,0,0,0,,0,0,0,,,,0,,.247,.280,.313,.593,7,1B
269,118,Sep 1,NEW,@,BUF,L,2-5,CG,4,3,0,1,0,0,0,0,1,,0,0,0,,,,1,,.249,.284,.313,.598,7,1B
270,119,Sep 2,NEW,@,BUF,W,9-1,CG,4,4,0,0,0,0,0,0,0,,0,0,0,,,,1,,.244,.279,.307,.586,7,1B
271,120,Sep 3,NEW,@,BUF,L,1-8,CG,3,3,0,1,0,0,0,0,0,,1,0,0,,,,0,,.245,.280,.308,.588,7,1B
272,121,Sep 4,NEW,@,BUF,L,5-6,CG(10),5,5,0,0,0,0,0,0,0,,1,0,0,,,,0,,.239,.274,.300,.574,7,1B
273,122,Sep 5 (1),NEW,,BAL,W,8-5,CG,5,3,0,2,0,0,0,1,1,,0,0,1,,,,0,,.245,.282,.306,.587,7,1B
274,123,Sep 5 (2),NEW,,BAL,L,2-3,CG,4,3,0,0,0,0,0,0,0,,0,1,0,,,,0,,.242,.281,.301,.583,7,1B
275,124,Sep 6 (1),NEW,@,BTT,L,1-5,CG,4,4,0,1,0,0,0,1,0,,0,0,0,,,,0,,.242,.281,.300,.581,7,1B
276,125,Sep 6 (2),NEW,,BTT,L,0-1,0-GF,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.241,.280,.299,.579,2,PH
277,126,Sep 7,NEW,,BTT,L,0-6,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,,0,,.240,.278,.298,.576,9,PH
