31,1,Mar 29,CHW,@,KCR,W,14-7,9-GF,,99,0.1,0,0,0,0,0,0,0,0.00,1,2,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,.00,0.000,0.11,0.75,1.00, 9b --- 2 out a7, 9b end a 7
32,3,Apr 2,CHW,@,TOR,L,2-4,8-GF(8),,3,0.1,0,0,0,1,0,0,0,0.00,3,14,10,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0,0,0,0,1,.26,0.003,0.10,0.15,1.00, 8b --- 2 out d2, 8b end d 2
33,5,Apr 4,CHW,@,TOR,W,4-3,6-6,BS(1),1,0.2,2,0,0,0,1,0,0,0.00,4,13,7,1,2,1,2,2,0,0,,2,2,0,0,0,4,0,0,0,0,0,0,2.89,-0.105,-0.62,2.30,5.00, 6b -23 0 out a2, 6b -23 2 out tie
34,6,Apr 5,CHW,,DET,L,7-9,10-GF(10),,0,0.2,1,0,0,0,0,0,0,0.00,3,7,5,1,0,3,0,0,0,0,,2,2,0,0,0,3,0,0,0,1,0,0,2.38,-0.225,-0.82,0.90,2.00,10t 1-3 1 out tie,10t end d 2
35,9,Apr 9,CHW,,TBR,L,4-5,6-6,,3,0.2,2,1,1,0,2,0,0,3.38,4,20,12,2,3,0,2,2,0,0,,0,0,2,0,0,4,0,0,0,0,0,0,1.17,-0.110,-0.83,2.30,5.00, 6t --- 0 out d1, 6t -2- 2 out d2
36,10,Apr 10,CHW,,TBR,L,5-6,9-GF,,0,0.2,0,0,0,0,2,0,0,2.70,2,8,6,1,4,0,0,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,0,.05,0.003,0.91,5.50,8.00, 9t 12- 1 out d5, 9t end d 5
37,12,Apr 12,CHW,@,MIN,L,0-4,7-7,,1,0.2,1,0,0,0,2,0,0,2.25,3,16,10,1,2,1,0,0,0,0,,2,2,0,0,0,3,0,0,0,0,0,0,.33,-0.037,-0.57,4.90,8.00, 7b -23 1 out d2, 7b 3 out d4
38,13,Apr 16,CHW,@,OAK,L,1-8,8-GF(8),,3,0.2,1,0,0,1,0,0,0,1.93,4,22,13,2,1,2,1,0,0,0,,2,2,0,0,0,3,0,0,0,0,0,0,.01,-0.001,-1.09,0.30,2.00, 8b 12- 1 out d6, 8b end d 8
39,15,Apr 18,CHW,@,OAK,L,11-12,4-4,,1,0.1,3,3,3,0,0,0,0,7.20,4,23,14,3,2,1,3,3,0,0,,1,1,0,0,0,4,1,0,0,0,0,0,.88,-0.193,-2.80,-7.05,-8.00, 4b 1-- 1 out a5, 4b -2- 2 out a2
40,16,Apr 20,CHW,,HOU,L,0-10,7-8,,1,1.2,0,0,0,0,1,0,0,5.40,5,22,13,6,2,2,2,1,0,0,,0,0,0,0,0,5,0,0,0,0,0,0,.00,0.000,0.89,5.75,8.00, 7t --- 0 out d9, 8t --- 2 out d9
41,18,Apr 22,CHW,,HOU,L,1-7,7-7,L(0-1),1,0.0,1,1,1,0,0,0,0,6.75,1,6,4,1,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,1.54,-0.059,-0.38,-2.60,-3.00, 7t --- 0 out tie, 7t 1-- 0 out tie
