1,140,Sep 3,NYM,@,MIA,W,4-3,7-7,BS(1),99,0.0,1,0,0,0,0,0,0,---,1,2,1,0,0,0,1,1,0,0,,1,1,0,0,0,1,0,0,0,0,0,0,3.13,-0.221,-0.87, 7b --3 2 out a1, 7b 1-- 2 out tie
2,146,Sep 10,NYM,,COL,W,2-0,6-6,H(1),6,0.1,0,0,0,0,0,0,0,0.00,1,6,4,0,2,1,0,0,0,0,,2,0,0,0,0,1,0,0,0,0,0,0,3.44,0.096,0.56, 6t 1-3 1 out a1, 6t -23 2 out a1
3,147,Sep 11,NYM,,WSN,L,2-6,8-8,,0,0.1,0,0,0,0,0,0,0,0.00,1,4,3,1,1,0,1,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.09,0.002,0.20, 8t 1-- 2 out d4, 8t 3 out d4
4,149,Sep 13,NYM,,WSN,L,3-10,9-9,,1,0.2,3,2,2,0,1,1,0,13.50,5,19,13,1,5,2,2,0,0,0,,0,0,0,0,0,5,1,0,0,0,0,0,.02,-0.004,-1.78, 9t --- 0 out d5, 9t 1-- 2 out d7
