126,139 (138),Sep 5,MIL,@,CIN,L,3-9,7-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,6,,,,,,PR
127,142 (2),Sep 9,MIL,@,CHC,W,15-2,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.00,0.000,-0.37,,,PH LF
128,151 (8),Sep 19,MIL,@,PIT,W,1-0,9-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,1,0,.000,.000,.000,.000,5,1.01,0.023,0.24,,,PR
129,152,Sep 20,MIL,@,PIT,L,4-6,7-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,5,1.97,-0.158,-1.07,,,PR CF
130,153,Sep 21,MIL,,CHC,L,3-5,7-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,9,,,,,,PR
131,161 (7),Sep 30,MIL,@,STL,L,6-7,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,1,0,.000,.000,.000,.000,7,2.81,0.033,0.09,,,PR
132,162,Oct 1,MIL,@,STL,W,6-1,8-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,.02,0.000,-0.11,,,LF
