1,149,Sep 26,CLE,,WSH,L,3-8,,,99,1.1,5,2,2,2,0,0,1,13.50,12,,,,,,,,,,,,9,,,,,0,,,,,,
2,151,Sep 29(1),CLE,,PHA,L,2-4,GS-,L(0-1),2,5.2,6,4,4,3,1,0,1,7.71,26,,,,,,39,,,,,,21,,,,,0,,,,,,
