1,149 (148),Sep 26,CLE,,WSH,L,3-8,0-0,1,1,0,0,0,0,0,0,0,,0,0,0,,,0,0,0,.000,.000,.000,.000,9,,,,P
2,151 (1),Sep 29 (1),CLE,,PHA,L,2-4,GS-0,2,2,0,0,0,0,0,0,0,,2,0,0,,,0,0,0,.000,.000,.000,.000,9,,,,P
