61 (60),Jun 13,BOS,@,NYM,L,4-5,,3,0.2,0,1,0,1,0,P
64 (2),Jun 16,BOS,,MIN,W,5-1,,1,0.0,0,0,0,0,0,P
67 (2),Jun 19,BOS,,TEX,W,7-4,,3,0.2,0,0,0,0,0,P
70 (2),Jun 22,BOS,@,BAL,L,3-5,,2,0.2,1,1,0,2,1,P
