2,128,Aug 28,BOS,,DET,W,11-3,9-GF,,99,1.0,0,0,0,0,0,0,0,0.00,3,12,7,4,0,0,3,0,1,0,,0,0,0,0,0,3,0,0,0,0,0,0,.01,0.001,0.55, 9t --- 0 out a8, 9t end a 8
3,129,Aug 29,BOS,,TBD,W,10-6,8-9,,0,1.1,6,4,4,0,1,1,0,15.43,10,40,27,8,2,4,5,3,0,0,,0,0,0,0,0,10,1,0,0,0,0,0,.08,-0.015,-3.14, 8t --- 0 out a8, 9t 1-3 1 out a5
