852,139 (138),Sep 5,BAL,,NYY,W,7-6,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,9,2.68,-0.067,-0.17,,,PH
853,140,Sep 7,BAL,,NYY,L,1-9,9-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,7,.00,0.000,-0.17,,,PH
854,145 (4),Sep 12,BAL,@,TOR,L,2-3,8-8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,9,1.87,-0.049,-0.26,,,PH
855,146,Sep 13,BAL,@,TOR,W,2-1,9-9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,8,.73,-0.019,-0.26,,,PH
856,147,Sep 14,BAL,@,NYY,L,5-13,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,7,.00,0.000,-0.34,,,PH
857,148,Sep 15,BAL,@,NYY,L,2-8,CG,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,.125,.125,.250,.375,8,.43,0.012,-0.14,,,DH
858,149,Sep 16,BAL,@,NYY,L,3-9,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.111,.111,.222,.333,6,.01,0.000,-0.26,,,1B
859,151 (1),Sep 18,BAL,,BOS,L,8-10,GS-10,5,3,2,3,0,0,1,1,2,0,0,0,0,0,0,0,0,0,.333,.429,.667,1.095,8,1.15,0.275,2.51,,,DH
860,152,Sep 19,BAL,,BOS,L,0-1,10-11,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.308,.400,.615,1.015,9,1.83,-0.046,-0.17,,,PH
861,155 (2),Sep 22,BAL,,TBR,L,3-8,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.235,.316,.471,.786,8,.97,-0.135,-1.69,,,DH
862,157 (1),Sep 24,BAL,,TBR,W,9-4,CG,4,4,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,.286,.348,.476,.824,7,.65,0.127,1.64,,,DH
863,159 (1),Sep 27,BAL,@,PIT,L,3-5,CG,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.320,.370,.480,.850,4,1.07,0.050,0.43,,,1B
864,160,Sep 29,BAL,@,TBR,L,0-7,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.286,.333,.429,.762,7,.41,-0.034,-0.57,,,DH
865,161,Sep 30,BAL,@,TBR,L,3-4,CG,4,4,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,.313,.353,.438,.790,4,.96,0.011,0.69,,,DH
