61,12 (11),Apr 15,OAK,,HOU,L,6-10,CG,4,4,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,.750,.750,1.250,2.000,8,.70,0.154,2.01,23.00,27.70,CF
62,13,Apr 17,OAK,,TEX,L,0-7,8-9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.600,.600,1.000,1.600,9,.53,-0.017,-0.61,0.00,0.00,PH
63,14,Apr 18,OAK,,TEX,W,4-2,CG,4,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.444,.444,.778,1.222,1,.95,-0.018,-0.75,7.00,9.20,CF RF
64,15,Apr 19,OAK,,TEX,W,9-1,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.385,.385,.615,1.000,9,.19,0.001,-0.38,3.00,3.00,RF
65,16,Apr 20,OAK,,SEA,W,9-6,CG,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,.400,.438,.600,1.038,9,.80,0.016,0.48,7.00,9.20,RF CF
66,17,Apr 21,OAK,,SEA,W,3-1,CG,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,.375,.500,.563,1.063,1,.96,0.005,0.62,6.00,9.00,CF
67,18,Apr 22,OAK,,SEA,W,4-3,CG,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.333,.478,.500,.978,9,.39,-0.013,-0.27,2.00,3.00,CF
68,19,Apr 23,OAK,,SEA,L,1-11,CG,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.273,.407,.409,.816,1,.38,-0.039,-0.80,0.00,0.00,CF
69,20,Apr 25,OAK,@,LAA,L,1-2,CG(11),5,3,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,1,.280,.419,.400,.819,1,1.60,-0.106,-0.79,5.00,6.00,CF
70,21,Apr 26,OAK,@,LAA,L,5-8,CG,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.267,.389,.367,.756,1,.97,-0.084,-0.96,3.00,3.00,CF
71,22,Apr 27,OAK,@,LAA,L,1-2,GS-8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.242,.359,.333,.692,1,.91,-0.070,-0.58,0.00,0.00,CF
72,23,Apr 28,OAK,@,HOU,L,4-9,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.211,.318,.289,.608,1,.77,-0.095,-1.15,0.00,0.00,CF
73,24,Apr 29,OAK,@,HOU,W,2-1,CG,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.190,.306,.262,.568,1,1.17,-0.105,-1.10,2.00,3.00,RF
74,25,Apr 30,OAK,@,HOU,L,2-7,9-GF,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.190,.320,.262,.582,9,.06,0.002,0.13,2.00,3.00,PH
75,28 (2),May 4,OAK,@,MIN,W,8-5,GS-7,3,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.227,.358,.295,.654,8,1.28,0.128,1.67,10.00,12.20,CF
76,30 (1),May 6,OAK,,DET,W,6-5,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.213,.339,.277,.616,9,.80,-0.062,-0.45,0.00,0.00,LF
77,32 (1),May 8,OAK,,LAA,W,3-2,CG(11),4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.200,.322,.260,.582,8,1.31,-0.120,-0.68,0.00,0.00,CF
