42,74,Jul 9(2),CIN,,BRO,L,3-10,GS-,L(0-1),99,2.0,5,4,4,2,0,0,0,18.00,11,28,,,,9,,,,,0,
43,79,Jul 13(2),CIN,,NYG,W,7-4,GS-,,3,3.0,5,2,2,1,1,0,0,10.80,15,41,,,,14,,,,,0,
44,82,Jul 16,CIN,,BSN,L,1-4,,,2,2.0,2,0,0,0,0,0,0,7.71,7,,,,,7,,,,,0,
