1,28 (27),May 18,PHA,@,CHW,L,6-11,CG,4,3,0,0,0,0,0,1,1,,0,0,0,,,,0,,.000,.250,.000,.250,8,3B
2,29,May 19,PHA,@,CHW,L,7-9,CG,4,4,0,0,0,0,0,1,0,,1,0,0,,,,0,,.000,.125,.000,.125,8,3B
