236,54 (53),Jun 3,KCR,,CLE,W,12-5,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.01,0.000,-0.17,0.00,0.00,CF
237,55,Jun 4,KCR,,CLE,L,0-8,7-GF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.01,0.000,-0.11,0.00,0.00,CF
238,56,Jun 5,KCR,,HOU,L,3-7,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,6,,,,0.00,0.00,PR
239,91 (34),Jul 17,KCR,,DET,L,2-10,7-GF,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,3,.12,-0.006,-0.77,0.00,0.00,PH CF
240,93 (1),Jul 19,KCR,,DET,W,4-3,9-GF,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,.000,.000,.000,.000,2,,,,0.00,0.00,RF
241,94,Jul 20,KCR,,DET,W,16-4,8-GF,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.167,.167,.167,.333,3,.00,0.000,-0.41,5.00,6.20,CF
242,95,Jul 21,KCR,,CHW,W,7-6,8-9,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,1,.167,.167,.167,.333,9,2.38,-0.083,-0.45,0.00,0.00,PR
