1,Apr 10,SLM,@,CHI,L,1-3,CG,0,8.0,12,1,0,13,0,
2,Apr 13,SLM,@,KCP,W,3-0,CG,0,9.0,10,0,0,10,1,
3,Apr 14,SLM,@,KCP,L,2-3,CG,0,11.0,11,0,0,11,0,
4,Apr 15,SLM,@,KCP,L,3-4,CG,0,8.0,8,0,0,8,1,
5,Apr 17,SLM,,CHI,L,1-4,CG,0,9.0,8,1,0,9,1,
6,Apr 18,SLM,,CHI,W,3-1,CG,0,9.0,8,0,1,9,0,
7,Apr 19,SLM,,CHI,L,1-9,CG,0,9.0,9,0,0,9,1,
8,Apr 20,SLM,,CHI,W,8-5,CG,0,9.0,7,0,0,7,0,
9,Apr 23,SLM,,PBS,L,2-5,CG,0,9.0,10,0,0,10,0,
10,Apr 24,SLM,,PBS,L,0-2,CG,0,9.0,8,0,0,8,1,
11,Apr 25,SLM,,PBS,L,0-3,CG,0,9.0,10,0,0,10,0,
12,Apr 27,SLM,@,PBS,W,5-2,CG,0,9.0,10,0,0,10,0,
13,Apr 29 (1),SLM,@,PBS,L,2-8,CG,0,8.0,7,0,0,7,0,
14,Apr 29 (2),SLM,@,PBS,W,9-7,CG,0,9.0,9,1,0,10,1,
15,May 1,SLM,@,NEW,L,1-4,CG,0,8.0,6,0,1,7,1,
16,May 2 (1),SLM,@,NEW,W,1-0,CG,0,9.0,14,0,0,14,1,
17,May 2 (2),SLM,@,NEW,W,2-1,CG,0,9.0,9,1,0,10,1,
18,May 5,SLM,@,BTT,W,3-0,CG,0,9.0,11,0,0,11,0,
19,May 6,SLM,@,BTT,L,2-3,CG,0,8.0,9,0,0,9,1,
20,May 8 (1),SLM,@,BUF,W,6-5,CG,0,9.0,7,0,0,7,0,
21,May 8 (2),SLM,@,BUF,L,2-4,CG,0,8.0,10,0,0,10,0,
22,May 10,SLM,@,BUF,W,5-3,CG,0,14.0,13,0,0,13,0,
23,May 11,SLM,@,BAL,L,5-6,CG,0,8.0,6,0,0,6,1,
24,May 13,SLM,@,BAL,W,9-0,CG,0,9.0,12,0,0,12,0,
25,May 15,SLM,,KCP,W,13-2,CG,0,9.0,8,0,0,8,0,
26,May 16,SLM,,KCP,L,2-3,CG,0,10.0,7,0,0,7,0,
27,May 20,SLM,,BUF,L,1-11,CG,0,9.0,8,0,0,8,0,
28,May 21,SLM,,NEW,L,3-4,CG,0,9.0,11,0,0,11,0,
29,May 22,SLM,,NEW,W,6-2,CG,0,9.0,9,0,0,9,1,
30,May 23,SLM,,NEW,W,10-3,CG,0,9.0,11,0,0,11,1,
31,May 24,SLM,,BAL,W,2-1,CG,0,9.0,11,2,0,13,1,
32,May 29 (1),SLM,,BTT,W,11-0,CG,0,9.0,11,0,0,11,0,
33,May 29 (2),SLM,,BTT,T,4-4,CG,0,10.0,8,0,0,8,1,
34,May 30,SLM,,PBS,L,0-4,CG,0,9.0,10,0,0,10,0,
35,May 31 (1),SLM,,PBS,W,3-2,CG,0,9.0,12,0,0,12,1,
36,May 31 (2),SLM,,PBS,T,0-0,CG,0,9.0,10,0,0,10,0,
37,Jun 2,SLM,@,CHI,W,2-1,CG,0,9.0,14,0,0,14,1,
38,Jun 3,SLM,@,CHI,W,3-2,CG,0,9.0,8,0,1,9,1,
39,Jun 4,SLM,@,CHI,W,8-3,CG,0,9.0,8,0,0,8,0,
40,Jun 5 (1),SLM,@,CHI,W,6-4,CG,0,9.0,12,0,0,12,1,
41,Jun 5 (2),SLM,@,CHI,W,6-0,CG,0,9.0,6,1,0,7,0,
42,Jun 6,SLM,@,KCP,L,2-3,CG,0,8.0,10,0,0,10,0,
43,Jun 7,SLM,@,KCP,L,0-1,CG,0,8.0,16,0,0,16,0,
44,Jun 8,SLM,@,KCP,L,1-5,CG,0,8.0,8,0,0,8,0,
45,Jun 9,SLM,@,KCP,L,1-2,CG,0,8.0,11,0,0,11,1,
46,Jun 12,SLM,,PBS,W,4-1,CG,0,9.0,10,0,0,10,1,
47,Jun 13 (1),SLM,,PBS,W,6-5,CG,0,10.0,9,0,1,10,0,
48,Jun 13 (2),SLM,,PBS,W,2-1,CG,0,9.0,5,1,0,6,2,
49,Jun 15,SLM,@,NEW,W,1-0,CG,0,7.0,10,0,0,10,1,
50,Jun 16,SLM,@,NEW,W,3-2,CG,0,9.0,8,3,0,11,0,
51,Jun 17,SLM,@,NEW,W,3-2,CG,0,9.0,10,0,0,10,1,
52,Jun 18,SLM,@,NEW,W,12-2,CG,0,9.0,14,0,0,14,0,
53,Jun 19 (1),SLM,@,BTT,W,6-2,CG,0,9.0,11,1,0,12,2,
54,Jun 19 (2),SLM,@,BTT,W,4-2,CG,0,9.0,15,1,0,16,1,
55,Jun 21,SLM,@,BTT,W,8-2,CG,0,9.0,12,0,0,12,2,
56,Jun 22,SLM,@,BTT,W,4-3,CG,0,9.0,10,0,0,10,0,
57,Jun 23,SLM,@,BTT,W,2-1,CG,0,9.0,12,0,0,12,2,
58,Jun 24,SLM,@,BAL,L,2-4,CG,0,8.0,8,1,0,9,0,
59,Jun 25,SLM,@,BAL,W,11-2,CG,0,9.0,10,0,0,10,0,
60,Jun 26 (1),SLM,@,BAL,W,2-0,CG,0,9.0,9,0,0,9,0,
61,Jun 26 (2),SLM,@,BAL,L,3-5,CG,0,8.0,10,2,0,12,0,
62,Jun 28,SLM,@,BAL,W,7-6,CG,0,9.0,9,0,0,9,1,
63,Jun 29,SLM,@,BUF,L,4-5,CG,0,8.0,11,0,0,11,0,
64,Jun 30,SLM,@,BUF,L,1-9,CG,0,8.0,6,2,0,8,1,
65,Jul 1 (1),SLM,@,BUF,L,1-4,GS,0,7.0,10,0,0,10,1,
66,Jul 1 (2),SLM,@,BUF,W,13-0,CG,0,9.0,8,1,0,9,0,
67,Jul 3,SLM,,KCP,W,8-7,GS,0,8.0,10,3,0,13,1,
68,Jul 4,SLM,@,KCP,L,5-14,CG,0,8.0,6,1,0,7,0,
69,Jul 5 (1),SLM,@,KCP,W,1-0,CG,0,9.0,12,0,0,12,0,
70,Jul 5 (2),SLM,@,KCP,W,4-3,CG,0,9.0,13,0,0,13,0,
71,Jul 6,SLM,@,KCP,L,0-1,CG,0,8.0,9,0,0,9,0,
72,Jul 8,SLM,@,PBS,L,5-13,CG,0,8.0,8,0,0,8,0,
73,Jul 9 (1),SLM,@,PBS,L,2-4,CG,0,8.0,5,0,0,5,0,
74,Jul 9 (2),SLM,@,PBS,W,5-0,CG,0,9.0,8,0,0,8,1,
75,Jul 10,SLM,@,PBS,W,9-1,CG,0,9.0,8,1,0,9,2,
76,Jul 11,SLM,,PBS,W,4-1,CG,0,9.0,14,0,1,15,0,
77,Jul 13,SLM,,CHI,L,0-2,CG,0,14.0,20,0,0,20,0,
78,Jul 14,SLM,,CHI,L,1-4,CG,0,9.0,11,1,0,12,0,
79,Jul 15,SLM,,CHI,L,5-6,CG,0,9.0,12,1,0,13,0,
80,Jul 16,SLM,,CHI,L,0-6,GS,0,8.0,10,0,0,10,0,
81,Jul 17,SLM,,BAL,W,7-4,CG,0,9.0,12,0,0,12,2,
82,Jul 19,SLM,,BAL,L,6-8,CG,0,9.0,10,0,0,10,0,
83,Jul 20 (1),SLM,,BAL,W,4-1,CG,0,9.0,8,0,0,8,0,
84,Jul 20 (2),SLM,,BAL,L,4-7,CG,0,9.0,13,0,0,13,0,
85,Jul 21,SLM,,BAL,L,0-7,CG,0,9.0,7,0,0,7,0,
86,Jul 22,SLM,,BTT,L,0-4,CG,0,9.0,7,0,0,7,0,
87,Jul 23,SLM,,BTT,L,4-6,CG,0,9.0,6,0,0,6,0,
88,Jul 24 (1),SLM,,BTT,W,4-2,CG,0,9.0,7,2,0,9,0,
89,Jul 24 (2),SLM,,BTT,W,3-1,CG,0,9.0,14,0,0,14,0,
90,Jul 25,SLM,,PBS,L,1-4,CG,0,9.0,14,0,1,15,0,
91,Jul 26,SLM,,BTT,W,6-5,CG,0,9.0,10,1,0,11,1,
92,Jul 27,SLM,,NEW,L,3-11,CG,0,9.0,8,0,0,8,0,
93,Jul 28,SLM,,NEW,L,6-7,CG,0,9.0,9,2,0,11,1,
94,Jul 29,SLM,,NEW,L,8-11,CG,0,11.0,11,0,0,11,1,
95,Jul 31 (1),SLM,,BUF,W,1-0,CG,0,9.0,9,1,0,10,2,
96,Jul 31 (2),SLM,,BUF,L,0-1,CG,0,9.0,13,0,0,13,0,
97,Aug 1 (1),SLM,,BUF,L,2-6,CG,0,9.0,12,0,0,12,0,
98,Aug 1 (2),SLM,,BUF,T,1-1,CG,0,11.0,12,1,0,13,0,
99,Aug 2,SLM,,BUF,L,5-6,CG,0,9.0,5,0,0,5,0,
100,Aug 3,SLM,,BUF,W,10-1,CG,0,9.0,11,0,0,11,1,
101,Aug 5,SLM,@,BAL,W,1-0,CG,0,9.0,10,0,0,10,0,
102,Aug 6,SLM,@,BAL,W,5-1,CG,0,9.0,15,1,1,17,0,
103,Aug 7,SLM,@,BAL,L,3-5,CG,0,8.0,7,0,0,7,0,
104,Aug 9,SLM,@,BAL,W,3-0,CG,0,8.0,8,0,0,8,0,
105,Aug 10,SLM,@,BUF,W,1-0,CG,0,12.0,13,0,0,13,0,
106,Aug 11,SLM,@,BUF,W,8-0,CG,0,9.0,12,1,0,13,2,
107,Aug 13 (1),SLM,@,BUF,L,0-1,CG,0,8.0,5,0,0,5,0,
