1,Mar 28,NYY,,BAL,W,7-2,CG,35,9.0,0,1,1,2,0,3B
3 (1),Mar 31,NYY,,BAL,L,5-7,CG,41,9.0,0,3,0,3,0,3B
32 (28),May 4,NYY,,MIN,L,3-7,CG,42,9.0,0,3,2,5,0,3B
37 (4),May 9,NYY,,SEA,W,3-1,GS,22,6.0,0,0,0,0,0,3B
