152 (151),Sep 20,NYY,,MIN,W,11-3,GF,4,1.0,1,0,0,1,0,3B
156 (3),Sep 25,NYY,,KCR,W,11-3,GF,4,1.0,0,0,0,0,0,3B
162 (5),Oct 1,NYY,,TOR,L,1-2,GF,25,7.0,0,1,0,1,0,3B
