27,11,Apr 24,CLE,,CHW,W,6-4,4-6,,99,3.0,4,1,1,1,2,0,0,3.00,13,2,4,1,1,4,,0,0,2,0,0,12,0,0,0,0,0,0,.62,-0.009,0.42, 4t --- 0 out d3, 6t 3 out d3
28,13,Apr 26(1),CLE,,CHW,L,5-6,9-GF,,1,1.0,0,0,0,1,0,0,0,2.25,4,1,2,1,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,.51,0.035,0.47, 9t --- 0 out d1, 9t end d 1
29,20,May 6,CLE,,BAL,L,5-6,7-7,,9,0.2,1,0,0,0,0,0,0,1.93,3,2,1,0,0,0,,2,1,0,0,0,2,0,0,0,0,1,0,.34,-0.001,0.37, 7t -23 1 out d4, 7t 3 out d5
30,153,Sep 26,CLE,,KCA,L,4-8,GS-8,L(0-1),99,8.0,7,4,2,1,3,1,0,2.13,33,7,15,1,6,7,58,,,0,0,0,31,1,0,0,0,1,1,1.27,-0.316,-0.22, 1t start tie, 8t 3 out d2
