1,149,Sep 20,ATL,,SFG,L,4-7,GS-4,L(0-1),99,3.2,2,3,3,5,1,0,1,7.36,18,75,35,10,1,5,6,4,0,0,41,,,0,0,0,12,1,0,0,1,0,0,1.19,-0.002,0.06, 1t start tie, 4t 123 2 out a1
2,154,Sep 25,ATL,,CIN,L,1-2,GS-7,,4,7.0,5,1,1,2,4,0,0,3.38,26,93,60,10,10,7,13,6,0,0,65,,,2,0,0,24,0,0,0,1,0,0,1.14,0.298,2.12, 1t start tie, 7t 3 out tie
3,162,Oct 1,CHC,,PIT,W,9-7,GS-6,W(1-1),5,5.0,7,4,4,1,4,2,0,4.60,23,81,52,17,7,8,10,4,0,0,40,,,1,0,0,22,0,0,0,0,0,0,.81,0.070,-1.12, 1t start tie, 6t 1-- 0 out a5
