149 (148),Sep 20,ATL,,SFG,L,4-7,GS,18,3.2,1,0,0,1,0,P
154 (4),Sep 25,ATL,,CIN,L,1-2,GS,26,7.0,0,0,0,0,0,P
162,Oct 1,CHC,,PIT,W,9-7,GS,23,5.0,0,0,0,0,0,P
