1,141,Sep 17,NYY,@,CLE,L,7-9,,,99,1.0,1,0,0,0,1,0,0,0.00,4,,,,,4,,,,,0,
2,154,Oct 3,NYY,,WSH,T,9-9,,,15,3.0,2,2,1,1,1,0,0,2.25,14,,,,,12,,,,,0,
