1,150 (149),Sep 16,HOU,,SDP,W,15-3,7-7,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,9,,,,P
2,162 (11),Sep 28,HOU,,PIT,L,4-5,6-8,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,,,,,5,,,,P
