1,1,Apr 3,CIN,,PHI,L,3-4,5-5,,99,0.1,0,0,0,0,0,0,0,0.00,2,8,3,0,0,2,0,0,0,0,,2,0,0,0,0,2,0,0,0,0,0,1,1.75,0.034,0.45,0.75,1.00, 5t 12- 2 out d2, 5t 3 out d2
2,10,Apr 13,CIN,,MIL,L,1-5,8-GF,,9,2.0,2,0,0,1,1,0,1,0.00,8,28,18,3,1,4,1,1,0,0,,0,0,0,1,0,6,0,0,0,1,0,0,.13,0.012,1.03,4.10,9.00, 8t --- 0 out d4, 9t end d 4
3,21,Apr 25,CIN,@,MIL,L,1-9,6-7,,11,1.1,0,0,0,1,0,0,0,0.00,5,17,8,1,0,2,2,1,0,0,,2,0,0,0,0,4,0,0,0,0,0,0,.01,0.001,0.97,2.40,4.00, 6b 12- 2 out d9, 7b 3 out d9
4,22,Apr 26,CIN,@,MIL,L,4-9,3-3,,0,0.1,0,0,0,1,0,0,0,0.00,2,7,3,2,0,1,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,0,.11,0.002,0.24,0.15,1.00, 3b 1-- 2 out d7, 3b 3 out d7
5,32,May 8,CIN,,NYY,L,4-10,8-8,,11,1.0,4,3,3,2,0,2,0,5.40,9,37,18,4,2,4,3,1,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,.12,-0.061,-2.48,-7.35,-6.00, 8t --- 0 out d3, 8t 3 out d6
6,37,May 14,CIN,@,SFG,L,3-8,2-4,,5,3.0,3,3,3,2,1,0,1,6.75,15,51,30,5,2,6,5,3,0,0,,0,0,0,0,0,11,1,1,0,0,1,0,.17,-0.075,-1.51,-0.85,3.00, 2b --- 0 out d4, 4b 3 out d7
