1,2 (1),Apr 17,BSN,,NYG,L,2-3,0-GF(10),0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,,,,,6,3B
2,6 (3),Apr 21,BSN,,NYG,L,3-4,0-GF,1,1,0,0,0,0,0,0,0,,1,0,0,,,,0,,.000,.000,.000,.000,7,2B
