28 (27),May 16,WSH,@,DET,L,11-17,GF,0, ,1,1,0,2,0,
39 (10),May 28,WSH,,BOS,L,3-4,GS,0,8.0,6,2,0,8,0,
70 (30),Jun 26,WSH,@,NYY,L,1-9,GF,0, ,2,0,0,2,0,
70,Jul 2,PIT,,CIN,W,9-0,GF,0, ,0,0,0,0,0,
71,Jul 3,PIT,@,CIN,L,2-8,CG,0,8.0,1,2,0,3,0,
73 (1),Jul 4 (2),PIT,,STL,L,3-6,CG,0,9.0,4,0,0,4,0,
82 (8),Jul 16,PIT,@,NYG,L,4-13,GF,0, ,2,1,0,3,0,
97 (14),Aug 3,PIT,,PHI,W,9-5,GF,0, ,0,1,1,2,0,
98,Aug 4,PIT,,PHI,W,5-0,CG,0,9.0,4,1,0,5,0,
99,Aug 5,PIT,,PHI,W,8-5,CG,0,9.0,6,3,0,9,0,
100,Aug 6,PIT,,BRO,L,2-3,CG,0,9.0,5,0,0,5,0,
101,Aug 8,PIT,,BRO,L,2-4,CG,0,9.0,3,0,0,3,0,
102,Aug 9,PIT,,BRO,W,4-2,CG,0,9.0,1,0,0,1,0,
103,Aug 10,PIT,,BRO,L,0-1,GS,0, ,1,1,0,2,0,
104,Aug 11 (1),PIT,,CHC,W,7-3,CG,0,9.0,5,1,0,6,0,
105,Aug 11 (2),PIT,,CHC,W,5-4,CG,0,11.0,5,0,0,5,0,
106,Aug 12,PIT,,CHC,W,12-9,CG,0,9.0,0,0,0,0,0,
107,Aug 13,PIT,,CHC,W,4-3,CG,0,9.0,2,1,1,4,0,
108,Aug 14,PIT,@,CHC,W,1-0,CG,0,9.0,3,1,0,4,0,
109,Aug 16 (1),PIT,@,PHI,L,5-6,CG,0,8.0,5,1,0,6,0,
111 (1),Aug 18 (1),PIT,@,PHI,W,4-3,CG,0,9.0,7,0,0,7,0,
113 (1),Aug 19 (1),PIT,@,PHI,W,14-3,CG,0,9.0,5,3,0,8,0,
119 (5),Aug 24 (2),PIT,@,NYG,L,0-7,GF,0, ,0,0,0,0,0,
120,Aug 25,PIT,@,NYG,L,2-5,CG,0,8.0,0,1,0,1,0,
126 (5),Sep 1 (1),PIT,,STL,L,4-10,GS,0, ,1,1,0,2,0,
127,Sep 1 (2),PIT,,STL,L,0-8,GS,0, ,2,1,0,3,0,
128,Sep 2,PIT,,STL,L,0-1,CG,0,9.0,7,1,0,8,0,
129,Sep 4,PIT,@,CIN,W,2-1,CG,0,12.0,4,1,0,5,0,
130,Sep 5 (1),PIT,,CIN,L,1-2,GS,0, ,4,1,0,5,0,
131,Sep 5 (2),PIT,,CIN,W,2-1,CG,0,9.0,6,1,0,7,0,
132,Sep 9,PIT,,CHC,L,5-8,GS,0, ,3,0,0,3,0,
151 (18),Sep 29 (2),PIT,@,STL,L,1-3,CG,0,5.0,2,3,0,5,1,
