1,147,Sep 22,CLE,,WSH,L,0-6,,,99,2.0,2,2,2,3,0,0,0,9.00,12,,,,,9,,,,,0,
2,155,Sep 30,CLE,,BOS,L,2-7,GS-,L(0-1),7,7.0,11,5,5,1,1,1,0,7.00,32,35,,,,31,,,,,0,
