10 (9),Apr 15,MON,,MIL,L,4-9,,6,1.0,0,0,0,0,0,P
11,Apr 16,MON,@,NYM,W,6-4,,3,0.1,0,0,0,0,0,P
15 (3),Apr 23,MON,,PHI,L,2-6,,5,0.1,0,0,0,0,0,P
