1,157 (156),Sep 24,FLA,,ATL,W,12-1,5-6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,9,.05,0.002,0.96,PH
2,159 (1),Sep 26,FLA,,ATL,W,7-1,8-GF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,6,.03,-0.001,-0.79,PH 3B
