205,3,Apr 8,SFG,@,ARI,L,6-7,GS-6,,99,6.0,6,5,5,2,4,2,0,7.50,26,97,60,11,7,4,16,4,3,0,42,,,1,0,0,24,2,0,0,0,0,0,.67,-0.103,-2.06, 1b start tie, 6b 3 out a1
206,7,Apr 13,SFG,,PIT,W,5-0,SHO,W(1-0),4,9.0,1,0,0,0,11,0,0,3.00,28,106,73,18,19,11,6,0,1,0,96,,,0,0,0,28,0,0,0,0,0,0,.60,0.379,3.81, 1t start tie, 9t 3 out a5
207,12,Apr 18,SFG,,PHI,W,1-0,GS-9,,4,9.0,2,0,0,1,4,0,0,1.88,29,91,64,14,5,7,17,3,6,0,86,,,0,0,0,27,0,0,0,1,0,0,1.15,0.630,3.81, 1t start tie, 9t 3 out tie
208,17,Apr 24,SFG,@,CIN,L,2-9,GS-7,L(1-1),5,6.1,5,3,3,2,7,2,0,2.37,26,116,81,25,8,5,12,3,4,0,56,,,1,0,0,23,2,0,0,0,0,0,.61,-0.040,0.20, 1b start tie, 7b --- 1 out d3
209,23,May 1,SFG,,MIA,L,1-2,GS-8,L(1-2),6,8.0,6,2,2,1,4,1,0,2.35,30,102,70,22,8,10,15,3,2,0,65,,,3,0,0,28,0,0,0,1,0,0,.95,0.079,1.39, 1t start tie, 8t 3 out d1
210,28,May 6,SFG,,MIL,W,4-3,GS-7,,4,7.0,6,2,2,1,10,0,0,2.38,28,106,71,20,15,7,10,1,3,0,66,,,1,0,0,26,2,0,0,0,1,0,1.42,0.185,0.96, 1t start tie, 7t 3 out a1
211,33,May 12,SFG,@,ARI,W,5-2,GS-6,W(2-2),5,6.0,3,1,1,2,8,0,1,2.28,23,109,63,15,9,4,8,4,0,0,68,,,0,1,0,19,1,1,0,0,1,0,1.04,0.223,1.94, 1b start a 1, 6b 3 out a3
212,38,May 17,SFG,,STL,W,7-5,GS-6,W(3-2),4,6.0,8,4,4,1,6,1,1,2.67,28,112,68,19,13,6,14,3,0,0,45,,,1,0,0,24,2,0,1,0,2,0,1.17,-0.209,-1.46, 1t start tie, 6t 3 out d1
213,43,May 22,SFG,@,MIL,W,6-4,GS-7,W(4-2),4,7.0,11,4,4,0,8,0,0,2.94,31,115,79,25,10,10,13,6,1,0,47,,,0,0,0,31,5,2,0,0,0,0,1.02,0.091,-0.51, 1b start a 2, 7b 3 out a2
214,48,May 27,SFG,@,MIA,W,3-2,GS-7,W(5-2),4,6.2,5,2,1,3,4,0,1,2.79,28,103,62,20,11,10,10,3,2,0,59,,,0,1,0,24,0,0,0,0,0,0,1.67,0.108,0.97, 1b start a 1, 7b 12- 2 out a1
215,53,Jun 2,SFG,,CHC,W,2-1,GS-9,W(6-2),5,8.0,5,1,1,2,7,1,0,2.62,29,117,73,22,11,8,12,2,3,0,73,,,3,1,0,27,1,0,0,0,0,0,1.07,0.226,2.02, 1t start tie, 9t 1-- 0 out a1
216,58,Jun 7,SFG,@,SDP,W,8-3,GS-7,W(7-2),4,7.0,7,3,0,1,9,0,0,2.41,31,116,76,18,17,8,13,6,0,0,65,,,0,0,0,30,2,0,0,1,0,3,1.54,0.124,0.02, 1b start a 2, 7b 3 out a3
217,63,Jun 13,SFG,,HOU,W,10-0,SHO,W(8-2),5,9.0,0,0,0,0,14,0,0,2.18,27,125,86,29,14,6,7,0,1,0,101,,,0,0,0,27,0,0,0,0,0,0,.19,0.124,3.81, 1t start tie, 9t 3 out a10
218,68,Jun 18,SFG,@,LAA,W,5-3,GS-5,W(9-2),4,5.0,6,3,3,4,4,1,1,2.34,25,100,57,17,7,6,10,3,1,0,43,,,3,0,0,18,1,0,0,1,2,0,1.76,-0.058,-0.67, 1b start tie, 5b 3 out a1
219,73,Jun 24,SFG,@,OAK,L,2-4,GS-7,,5,7.0,3,1,1,2,7,0,1,2.27,26,112,80,20,12,7,9,2,3,0,72,,,1,0,0,23,1,0,0,0,0,0,1.24,0.389,2.30, 1b start a 2, 7b 3 out a1
220,78,Jun 29,SFG,,CIN,L,1-5,GS-7,L(9-3),4,6.2,11,5,5,1,7,2,0,2.53,32,105,71,14,9,6,18,10,1,0,38,,,1,0,0,31,3,0,0,0,0,0,.50,-0.233,-2.33, 1t start tie, 7t -2- 2 out d5
221,83,Jul 5,SFG,@,WSN,L,5-6,GS-7,,5,6.2,6,3,3,1,4,2,0,2.62,26,103,62,15,11,8,13,4,0,0,53,,,0,0,0,25,0,0,0,1,0,0,.87,0.136,0.26, 1b start tie, 7b --- 2 out a2
222,89,Jul 15,SFG,,HOU,W,3-2,GS-7,W(10-3),9,6.1,5,2,1,1,6,0,0,2.56,25,108,74,17,9,11,7,3,2,0,62,,,0,1,0,23,2,0,0,0,0,1,1.19,-0.055,-0.15, 1t start tie, 7t 1-3 1 out a1
223,94,Jul 21,SFG,@,PHI,W,6-5,GS-8,,5,8.0,5,5,5,2,4,3,1,2.74,30,97,60,21,6,9,14,4,4,0,54,,,0,0,0,27,0,0,0,2,0,0,1.15,-0.244,-1.12, 1b start tie, 8b 3 out tie
224,99,Jul 27,SFG,,LAD,L,3-5,GS-7,,5,7.0,9,3,3,0,2,0,0,2.80,29,102,67,12,8,8,19,9,3,0,49,,,1,0,0,29,3,0,0,1,0,0,.99,-0.132,-0.04, 1t start tie, 7t 3 out d2
225,104,Aug 1,SFG,,NYM,L,1-2,GS-5,L(10-4),4,5.0,7,2,2,3,5,1,0,2.82,23,97,55,21,6,8,7,4,0,0,47,,,1,2,0,20,1,0,0,0,0,0,.99,-0.043,0.12, 1t start tie, 5t 3 out d2
