11 (10),Apr 17,KCR,@,MIN,L,4-8,GS,33,7.0,0,2,1,3,0,SS
12,Apr 18,KCR,@,MIN,L,3-8,CG,40,8.0,1,3,0,4,0,SS
13,Apr 20,KCR,@,CLE,W,15-5,CG,37,9.0,2,3,0,5,2,SS
14,Apr 22,KCR,@,CLE,L,4-5,CG,34,8.0,2,4,1,7,1,SS
15,Apr 23,KCR,,MIN,L,5-7,CG,42,9.0,2,3,0,5,0,SS
16,Apr 24,KCR,,MIN,W,10-1,CG,31,9.0,1,8,0,9,4,SS
17,Apr 25,KCR,,MIN,L,2-4,CG,36,9.0,4,5,0,9,1,SS
18,Apr 27,KCR,,TEX,L,2-3,GS,32,7.0,1,2,0,3,1,SS
19,Apr 28,KCR,,TEX,W,5-3,CG,40,9.0,0,4,1,5,1,SS
111 (91),Aug 10,KCR,@,CHW,L,3-9,CG,40,8.0,1,3,0,4,0,SS
112,Aug 11,KCR,@,CHW,W,4-2,CG,36,9.0,2,2,0,4,0,SS
113,Aug 12,KCR,@,CHW,L,2-3,CG,30,8.0,2,1,0,3,0,SS
114,Aug 13,KCR,@,OAK,W,10-3,CG,39,9.0,2,7,0,9,2,SS
116 (1),Aug 15,KCR,@,OAK,W,6-1,CG,34,9.0,1,3,0,4,1,SS
117,Aug 17,KCR,,SEA,L,3-16,CG,54,9.0,1,3,1,5,1,SS
118,Aug 18,KCR,,SEA,W,3-2,CG,33,9.0,5,6,0,11,3,SS
119,Aug 20,KCR,,TEX,L,3-5,CG,32,9.0,1,3,0,4,0,SS
120,Aug 21,KCR,,TEX,L,3-5,GS,38,8.0,2,1,0,3,0,SS
121,Aug 22,KCR,,TEX,W,10-2,CG,41,9.0,0,1,0,1,0,SS
