1,76,Jun 30,STL,,NYM,L,2-10,9-9,,99,0.0,1,0,0,1,0,0,0,---,2,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,.00,0.000,-1.34, 9t --- 0 out d8, 9t 1-3 0 out d8
2,80,Jul 3,STL,,NYM,L,1-8,8-8,,2,0.0,1,1,1,1,0,0,0,inf,2,0,0,0,0,1,,0,0,0,0,0,1,1,0,0,0,0,0,.04,-0.004,-1.61, 8t --- 0 out d6, 8t -2- 0 out d7
