1,55,Jun 21,PHA,,WSH,L,2-8,,,99,4.0,4,2,2,2,2,0,0,4.50,17,,,,,14,,,,,,
2,78,Jul 13(1),PHA,,CLE,L,1-6,,,21,2.0,0,0,0,0,1,0,0,3.00,6,,,,,6,,,,,,
3,83,Jul 17(1),PHA,,DET,L,1-13,,,3,7.0,14,9,0,2,0,0,1,1.38,37,,,,,30,,,,,,
