1,135,Sep 12,CIN,@,BRO,L,7-8,10-GF(10),,99,0.0,0,0,0,1,0,0,0,---,1,0,0,0,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,2.53,-0.063,-1.00,10b 123 0 out tie,10b end d 1
2,144,Sep 21(1),CIN,@,PIT,L,3-9,8-GF(8),,8,0.1,0,0,0,0,0,0,0,0.00,1,1,0,0,0,0,,3,0,0,0,0,1,0,0,0,0,0,0,.03,0.001,0.80, 8b 123 2 out d6, 8b end d 6
