136 (135),Sep 11,CLE,,PHA,L,4-6,GF,3,1.0,0,0,0,0,0,C
137,Sep 12,CLE,,PHA,W,3-2,CG,37,9.0,9,0,0,9,0,C
138,Sep 13,CLE,,NYY,L,1-3,CG,36,9.0,1,2,0,3,0,C
139,Sep 14,CLE,,NYY,W,12-5,CG,42,9.0,6,1,0,7,0,C
141 (1),Sep 16,CLE,,NYY,W,5-2,CG,0,9.0,7,1,0,8,1,
142,Sep 17,CLE,,WSH,L,6-13,GS,0, ,3,0,0,3,0,
143,Sep 18 (1),CLE,,WSH,W,5-4,CG,0,12.0,6,1,0,7,0,
145 (1),Sep 19,CLE,,WSH,L,2-5,CG,0,9.0,9,3,0,12,0,
146,Sep 20,CLE,,WSH,W,6-1,CG,35,9.0,3,0,0,3,0,C
147,Sep 22,CLE,@,CHW,W,9-8,CG,41,9.0,2,0,0,2,0,C
149 (1),Sep 23 (2),CLE,@,CHW,W,5-1,CG,0,9.0,5,0,0,5,0,
150,Sep 25,CLE,,SLB,L,0-3,CG,37,9.0,5,0,0,5,0,C
151,Sep 26,CLE,,SLB,W,6-2,CG,31,9.0,4,0,0,4,0,C
152,Sep 29,CLE,,CHW,W,4-0,CG,0,9.0,2,0,0,2,0,
153,Sep 30 (1),CLE,,CHW,L,5-9,CG,0,9.0,5,2,0,7,0,
