1,124,Aug 31,CHW,,CLE,L,5-8,8-GF,,99,2.0,1,0,0,0,0,0,0,0.00,7,,0,0,0,7,1,0,0,0,0,0
2,125,Sep 1,CHW,,CLE,L,0-5,9-GF,,0,1.0,1,1,1,1,0,0,0,3.00,5,,0,0,0,2,0,1,0,0,1,0
3,151,Oct 5,CHW,,DET,L,3-6,GS-,L(0-1),33,4.1,9,5,5,5,1,0,0,7.36,26,21,,,,19,,,,,0,
