180,2,Apr 9,CLE,@,KCR,W,2-1,GS-8,W(1-0),99,8.0,5,1,1,1,5,0,0,1.12,29,115,71,19,9,12,11,4,2,0,72,,,0,0,0,27,1,0,0,1,0,0,1.61,0.497,2.99, 1b start tie, 8b 3 out a1
181,6,Apr 14,CLE,@,BOS,W,6-0,GS-7,W(2-0),4,7.0,4,0,0,3,9,0,0,0.60,27,127,71,28,16,2,13,4,5,0,75,,,1,0,0,24,1,0,0,0,0,0,1.07,0.372,3.67, 1b start a 2, 7b 3 out a5
182,10,Apr 20,CLE,,BOS,L,1-2,GS-7,L(2-1),5,7.0,7,2,2,3,3,0,0,1.23,30,111,65,22,6,8,16,4,6,0,55,,,0,0,1,27,2,0,0,0,0,0,.88,0.090,1.52, 1t start tie, 7t 3 out d2
183,14,Apr 26,CLE,@,TEX,W,5-2,GS-7,,5,7.0,5,2,1,1,2,1,0,1.24,27,110,66,21,6,8,16,5,2,0,62,,,1,1,0,26,1,0,0,0,0,1,1.17,0.188,1.42, 1b start a 1, 7b 3 out tie
184,18,May 1,CLE,@,CAL,W,5-1,CG,W(3-1),4,9.0,5,1,1,2,9,0,1,1.18,35,128,78,15,20,7,16,3,4,0,80,,,0,0,0,31,1,0,0,0,1,0,.77,0.273,3.45, 1b start a 2, 9b 3 out a4
185,22,May 7,CLE,@,SEA,L,6-7,GS-6,,5,6.0,3,1,1,4,7,0,0,1.23,25,116,64,26,11,5,9,4,3,0,65,,,4,0,0,20,0,0,0,0,1,0,1.14,0.223,1.99, 1b start tie, 6b 3 out a5
186,26,May 12,CLE,,CAL,W,4-1,CG,W(4-1),4,9.0,3,1,0,2,9,0,0,1.02,33,130,84,18,18,6,16,3,4,0,86,,,0,0,0,31,0,0,0,0,0,1,.83,0.342,3.53, 1t start tie, 9t 3 out a3
187,31,May 17,CLE,,OAK,W,11-6,GS-8,W(5-1),4,8.0,11,4,4,1,1,0,0,1.48,35,140,87,29,7,16,17,7,1,0,44,,,3,0,0,31,2,2,0,1,3,0,.62,0.042,0.03, 1t start tie, 8t 3 out a7
188,36,May 22,CLE,,NYY,L,1-8,GS-5,L(5-2),4,4.0,9,8,8,0,2,2,0,2.49,22,90,56,12,9,5,15,6,4,0,14,,,0,0,0,22,2,0,0,0,0,0,.87,-0.360,-5.99, 1t start tie, 5t --- 0 out d7
189,41,May 27,CLE,@,BAL,W,3-2,GS-7,W(6-2),4,7.0,7,2,1,2,7,0,0,2.38,29,104,62,20,12,7,13,6,3,0,62,,,0,0,0,27,0,0,0,1,0,0,1.47,0.206,1.35, 1b start tie, 7b 3 out a1
190,46,Jun 2,CLE,,DET,W,3-2,GS-8,W(7-2),5,8.0,3,2,1,2,8,0,0,2.25,29,136,78,21,18,10,9,3,3,0,76,,,0,0,0,26,0,1,0,0,1,1,1.20,0.331,2.03, 1t start tie, 8t 3 out a1
191,51,Jun 7,CLE,@,MIN,L,0-2,GS-8,L(7-3),4,7.1,5,2,2,2,5,1,0,2.27,31,115,68,14,15,11,13,3,3,0,63,,,1,0,0,29,0,0,0,0,0,2,.82,0.187,1.98, 1b start tie, 8b 1-3 1 out d1
192,56,Jun 12,CLE,,TOR,L,0-1,CG,L(7-4),4,9.0,3,1,1,2,9,0,0,2.15,33,124,77,14,18,15,7,6,0,0,84,,,0,0,0,31,1,0,0,0,0,1,.88,0.345,3.53, 1t start tie, 9t 3 out d1
193,61,Jun 18,CLE,@,CHW,L,5-6,GS-6,L(7-5),5,6.0,9,6,2,1,7,1,1,2.20,30,109,67,20,12,10,11,3,0,0,44,,,0,1,0,28,1,1,0,0,0,1,1.41,-0.496,-3.07, 1b start tie, 6b 3 out d2
194,65,Jun 23,CLE,@,TOR,L,1-3,GS-6,L(7-6),4,6.0,9,2,2,2,3,1,0,2.24,27,119,69,23,9,8,14,6,3,0,47,,,0,1,0,24,2,0,0,0,1,0,1.10,0.019,1.11, 1b start tie, 6b 3 out d1
195,74,Jun 28,TOR,,SEA,L,1-3,GS-6,L(7-7),4,6.0,8,3,3,2,3,1,0,2.36,27,115,67,18,7,11,11,5,1,0,45,,,1,1,0,25,1,0,0,0,0,0,.88,-0.045,0.11, 1t start tie, 6t 3 out d3
196,79,Jul 3,TOR,,MIN,W,4-0,GS-7,W(8-7),4,7.0,6,0,0,3,7,0,0,2.23,29,120,72,17,13,10,9,5,1,0,69,,,1,0,1,26,2,0,0,0,0,0,.93,0.297,3.63, 1t start tie, 7t 3 out a4
197,84,Jul 11,TOR,,TEX,W,2-0,GS-8,W(9-7),7,8.0,5,0,0,0,10,0,1,2.09,30,106,70,21,14,8,11,5,0,0,82,,,0,0,0,29,2,0,0,0,0,0,1.18,0.572,4.15, 1t start tie, 8t 3 out a1
198,89,Jul 16,TOR,@,KCR,L,1-2,CG(10),L(9-8),4,9.1,7,2,1,1,3,0,1,2.01,34,118,67,20,9,16,13,7,3,0,70,,,2,1,0,30,1,1,0,1,0,0,1.70,-0.038,2.73, 1b start tie,10b --- 1 out d1
199,94,Jul 23,TOR,@,CHW,L,2-3,CG,L(9-9),6,8.0,7,3,3,3,4,0,0,2.09,35,127,75,27,8,14,14,5,2,0,57,,,1,0,0,32,1,0,1,0,0,0,1.04,-0.222,-0.93, 1b start tie, 9b 123 0 out d1
200,99,Jul 28,TOR,,KCR,L,4-10,GS-6,L(9-10),4,5.1,8,5,5,4,2,0,0,2.31,27,106,62,22,9,8,13,7,3,0,30,,,1,1,0,23,3,1,0,0,0,0,1.16,-0.220,-1.58, 1t start tie, 6t -2- 1 out d3
